association_subgraph_id	association_subgraph_hash	node_ids	association_ids	round14_assessment_ids	node_count	edge_count	maximal_induced_for_node_set	topology_family	decision	reason_code	topology_composition_hash	round15_fixture_id	round15_semantic_hash	round15_selected_topology	round15_admitted_count	round15_pruned_count	round15_split_count	round15_frozen_unresolved_count	adapter_unresolved
R16A-SUBGRAPH-04642FA41A8BAECE3876	04642fa41a8baece3876cae3cd6f5113cefd4870427f14337c4e83ec70a4fefb	"[""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d"",""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""]"	"[""R16A-PAIR:db9e8b1d1d7e17983872e3600cd1a3ce5ae7f3c907ae70bdeafcbd0b2c6a0460"",""R16A-PAIR:f82795fcaba53ac0c255461d014e82b9e563362b645b4c65a58e27644e22c54c""]"	"[""R14-ASSOC-005"",""R14-ASSOC-009""]"	3	2	true	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE		R16A-ENUM-0002	4a00ebf3e0825104439dcb5a25b679e1bcdd596fcf5ce6f29c42439d0df00110	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-0A2E4153F4C4551023C1	0a2e4153f4c4551023c16f5347a1bdf195d05d29cc1b750fc0c555f9bfc512a3	"[""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""]"	"[""R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5""]"	"[""R14-ASSOC-006""]"	2	1	true	LINEAR_PATH	VALID	CONNECTED_TREE_MAX_DEGREE_TWO	d571ad3c0df3185e95cbefa1504a62a0492c926f20c9880dbb6ab9bd0c70380f	R16A-ENUM-0003	7003f146751d07ff619f167f8f1823808665617f947d09f2308c373f6e4a4e8b	LINEAR_PATH	1	0	0	0	false
R16A-SUBGRAPH-0A2E4153F4C4551023C1	0a2e4153f4c4551023c16f5347a1bdf195d05d29cc1b750fc0c555f9bfc512a3	"[""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""]"	"[""R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5""]"	"[""R14-ASSOC-006""]"	2	1	true	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES		R16A-ENUM-0003	7003f146751d07ff619f167f8f1823808665617f947d09f2308c373f6e4a4e8b	LINEAR_PATH	1	0	0	0	false
R16A-SUBGRAPH-0A2E4153F4C4551023C1	0a2e4153f4c4551023c16f5347a1bdf195d05d29cc1b750fc0c555f9bfc512a3	"[""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""]"	"[""R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5""]"	"[""R14-ASSOC-006""]"	2	1	true	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES		R16A-ENUM-0003	7003f146751d07ff619f167f8f1823808665617f947d09f2308c373f6e4a4e8b	LINEAR_PATH	1	0	0	0	false
R16A-SUBGRAPH-0A2E4153F4C4551023C1	0a2e4153f4c4551023c16f5347a1bdf195d05d29cc1b750fc0c555f9bfc512a3	"[""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""]"	"[""R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5""]"	"[""R14-ASSOC-006""]"	2	1	true	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE		R16A-ENUM-0003	7003f146751d07ff619f167f8f1823808665617f947d09f2308c373f6e4a4e8b	LINEAR_PATH	1	0	0	0	false
R16A-SUBGRAPH-0A2E4153F4C4551023C1	0a2e4153f4c4551023c16f5347a1bdf195d05d29cc1b750fc0c555f9bfc512a3	"[""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""]"	"[""R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5""]"	"[""R14-ASSOC-006""]"	2	1	true	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN		R16A-ENUM-0003	7003f146751d07ff619f167f8f1823808665617f947d09f2308c373f6e4a4e8b	LINEAR_PATH	1	0	0	0	false
R16A-SUBGRAPH-0A2E4153F4C4551023C1	0a2e4153f4c4551023c16f5347a1bdf195d05d29cc1b750fc0c555f9bfc512a3	"[""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""]"	"[""R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5""]"	"[""R14-ASSOC-006""]"	2	1	true	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE		R16A-ENUM-0003	7003f146751d07ff619f167f8f1823808665617f947d09f2308c373f6e4a4e8b	LINEAR_PATH	1	0	0	0	false
R16A-SUBGRAPH-0CC125369072803F71DE	0cc125369072803f71de5c81c185662a40b30375507656e99212822ef56eda07	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:891e0c3d300d8c4af59fbef2f00d164ee9c22df4148122c54ed84daee1dcb37e""]"	"[""R14-ASSOC-011"",""R14-ASSOC-012""]"	3	2	false	LINEAR_PATH	VALID	CONNECTED_TREE_MAX_DEGREE_TWO	646911993c280a6a4a0822e25bb65f9ebf0b9d9995299a71be1dd32cc9732311	R16A-ENUM-0004	a60750d4cc1993d27f592b61450a6d73b99dd63c0b6588e24bcca37eb17edfe9	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-0CC125369072803F71DE	0cc125369072803f71de5c81c185662a40b30375507656e99212822ef56eda07	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:891e0c3d300d8c4af59fbef2f00d164ee9c22df4148122c54ed84daee1dcb37e""]"	"[""R14-ASSOC-011"",""R14-ASSOC-012""]"	3	2	false	BINARY_FORK	VALID	EXACT_THREE_NODE_TWO_EDGE_BINARY_SHAPE	1b6cf9621277bc103bb226c81abef7fb6b4137ec6d3e8e711d7447f126487297	R16A-ENUM-0004	a60750d4cc1993d27f592b61450a6d73b99dd63c0b6588e24bcca37eb17edfe9	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-0CC125369072803F71DE	0cc125369072803f71de5c81c185662a40b30375507656e99212822ef56eda07	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:891e0c3d300d8c4af59fbef2f00d164ee9c22df4148122c54ed84daee1dcb37e""]"	"[""R14-ASSOC-011"",""R14-ASSOC-012""]"	3	2	false	BINARY_CONVERGENCE	VALID	EXACT_THREE_NODE_TWO_EDGE_BINARY_SHAPE	0dde3305a3b881ed487a614757a03fdf7e1b799e398d5a4ce0796b67a29e2d8a	R16A-ENUM-0004	a60750d4cc1993d27f592b61450a6d73b99dd63c0b6588e24bcca37eb17edfe9	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-0CC125369072803F71DE	0cc125369072803f71de5c81c185662a40b30375507656e99212822ef56eda07	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:891e0c3d300d8c4af59fbef2f00d164ee9c22df4148122c54ed84daee1dcb37e""]"	"[""R14-ASSOC-011"",""R14-ASSOC-012""]"	3	2	false	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE		R16A-ENUM-0004	a60750d4cc1993d27f592b61450a6d73b99dd63c0b6588e24bcca37eb17edfe9	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-0CC125369072803F71DE	0cc125369072803f71de5c81c185662a40b30375507656e99212822ef56eda07	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:891e0c3d300d8c4af59fbef2f00d164ee9c22df4148122c54ed84daee1dcb37e""]"	"[""R14-ASSOC-011"",""R14-ASSOC-012""]"	3	2	false	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN		R16A-ENUM-0004	a60750d4cc1993d27f592b61450a6d73b99dd63c0b6588e24bcca37eb17edfe9	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-0CC125369072803F71DE	0cc125369072803f71de5c81c185662a40b30375507656e99212822ef56eda07	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:891e0c3d300d8c4af59fbef2f00d164ee9c22df4148122c54ed84daee1dcb37e""]"	"[""R14-ASSOC-011"",""R14-ASSOC-012""]"	3	2	false	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE		R16A-ENUM-0004	a60750d4cc1993d27f592b61450a6d73b99dd63c0b6588e24bcca37eb17edfe9	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-0F5A2717CE4EFC148031	0f5a2717ce4efc1480312431cb4eaa4721bc39fb8ac7e65068423297998272a9	"[""TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829"",""TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185""]"	"[""R16A-PAIR:2f2ea4ddf1a964b76fab37c87c58dcc09f56dedf86f676fc6d2c6b17d3100ca0""]"	"[""R14-ASSOC-019""]"	2	1	true	LINEAR_PATH	VALID	CONNECTED_TREE_MAX_DEGREE_TWO	d82a0ae0fb276ad31541d1504c90aa03e645d5f84d1c85d87985d430f3a57294	R16A-ENUM-0005	aa023a076d9f5c4686f3e57266b735cdd4c454b7ca768e64a1b561a65bcafa28	LINEAR_PATH	1	0	0	0	false
R16A-SUBGRAPH-0F5A2717CE4EFC148031	0f5a2717ce4efc1480312431cb4eaa4721bc39fb8ac7e65068423297998272a9	"[""TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829"",""TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185""]"	"[""R16A-PAIR:2f2ea4ddf1a964b76fab37c87c58dcc09f56dedf86f676fc6d2c6b17d3100ca0""]"	"[""R14-ASSOC-019""]"	2	1	true	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES		R16A-ENUM-0005	aa023a076d9f5c4686f3e57266b735cdd4c454b7ca768e64a1b561a65bcafa28	LINEAR_PATH	1	0	0	0	false
R16A-SUBGRAPH-0F5A2717CE4EFC148031	0f5a2717ce4efc1480312431cb4eaa4721bc39fb8ac7e65068423297998272a9	"[""TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829"",""TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185""]"	"[""R16A-PAIR:2f2ea4ddf1a964b76fab37c87c58dcc09f56dedf86f676fc6d2c6b17d3100ca0""]"	"[""R14-ASSOC-019""]"	2	1	true	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES		R16A-ENUM-0005	aa023a076d9f5c4686f3e57266b735cdd4c454b7ca768e64a1b561a65bcafa28	LINEAR_PATH	1	0	0	0	false
R16A-SUBGRAPH-0F5A2717CE4EFC148031	0f5a2717ce4efc1480312431cb4eaa4721bc39fb8ac7e65068423297998272a9	"[""TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829"",""TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185""]"	"[""R16A-PAIR:2f2ea4ddf1a964b76fab37c87c58dcc09f56dedf86f676fc6d2c6b17d3100ca0""]"	"[""R14-ASSOC-019""]"	2	1	true	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE		R16A-ENUM-0005	aa023a076d9f5c4686f3e57266b735cdd4c454b7ca768e64a1b561a65bcafa28	LINEAR_PATH	1	0	0	0	false
R16A-SUBGRAPH-0F5A2717CE4EFC148031	0f5a2717ce4efc1480312431cb4eaa4721bc39fb8ac7e65068423297998272a9	"[""TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829"",""TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185""]"	"[""R16A-PAIR:2f2ea4ddf1a964b76fab37c87c58dcc09f56dedf86f676fc6d2c6b17d3100ca0""]"	"[""R14-ASSOC-019""]"	2	1	true	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN		R16A-ENUM-0005	aa023a076d9f5c4686f3e57266b735cdd4c454b7ca768e64a1b561a65bcafa28	LINEAR_PATH	1	0	0	0	false
