export_variant_id	state_id	state_hash	category_entry_id	composition_id	seed_id	export_preset	theme_token_set	width	height	semantic_hash	state_presentation_hash	export_presentation_hash	manifest_validated	png_rendered	png_validated	png_replay_match
TEV2-0039cf812819fa7d80f6b603	R16A-STATE-82971726C4FF3887F7356A01	82971726c4ff3887f7356a01561ddf30c8a488ba38932bdb38001c2718fa931c	R16A-ENTRY-49EFB16A742B1F13E7CC	R16A-PCOMP-0CA416B8A56B0BCCD5E4	R16A-SEED-6029728116DD5C9E0394	portrait_card	neutral-v1	1080	1620	6a0e215f1ff7924b4169681dce4e2cd4ed29eaff0192dc5733b9a532cbdac825	1237e3696b77632253d3caa0b45f23208fd5b6ce883d7a680bfcb34c826ddb8d	0039cf812819fa7d80f6b603e34726588dad159272d806ca33ba7fdd9ca371af	false	false	false	false
TEV2-003b0825675010f1f35c12d9	R16A-STATE-90FC07747FDB04EC88253F89	90fc07747fdb04ec88253f89c1ec69e68398b6c30e0f0ea7694907b11f2f96f2	R16A-ENTRY-87BBEAB21D8FF1DF05A0	R16A-PCOMP-56D3196CE5809DC1BDB6	R16A-SEED-F4676E21C2D7950AAFFD	portrait_card	neutral-contrast-v1	1080	1620	1aa970274e9fb3eaf4f94d98b4fcff2f31cae48f8a4074effbd75e98b6014735	8c99c91b1e28ca9f9af4fc33c0936681e15efd02163294bc8316fcc55acb0cbf	003b0825675010f1f35c12d94d8939d15c613065e07414a041b1599ac9457186	false	false	false	false
TEV2-0043be9965ff2da2484a0e9d	R16A-STATE-4BAC35D27962E96608873BFC	4bac35d27962e96608873bfc45dcc5b6ae2c6bf5b07b433c8524b04a8a2bfd45	R16A-ENTRY-EFEAC8CD2CAC663F9A6D	R16A-PCOMP-3AD169873D3AE05BF688	R16A-SEED-336BD2E7BD478B9C0A63	portrait_card	neutral-v1	1080	1620	62728d4819be5011f2d06853bc515b36d1fd81d597acd06667cc245315647e6c	d7b3540246cc39fe9729a1c72da0c7238be9e2e4136ab72facf5912a02c8d662	0043be9965ff2da2484a0e9d143d62d3242cbf1f9334d1d9415e484a214c2f5b	false	false	false	false
TEV2-00457880df89b1d5516fed9e	R16A-STATE-A4DAFC178492243FE5EB8425	a4dafc178492243fe5eb84253c6b9435bc475ab09ae6a5da3e137bb7691abfde	R16A-ENTRY-62192DD170EB39DE1963	R16A-PCOMP-21813FF31163A9967905	R16A-SEED-E9D28EC125FB3D3F3EA9	portrait_card	neutral-v1	1080	1620	b17477021f7cdca80e532ee34e63db6b309b1bf714b7c8f0f83f4dd0e75ab96c	82e49ff2ad3e3e4d3e126f17abba2ba450746cd3fdc422888ab48bdfcd8fd5ba	00457880df89b1d5516fed9eb39daae1b652e1909ad188eaba2e79be40c77f02	false	false	false	false
TEV2-0046d71cccb3913fbc5dc14d	R16A-STATE-F66C37FCF9607A766D4E822A	f66c37fcf9607a766d4e822a5a8e1205330d74bf817bf151d771d7f16a7db2b4	R16A-ENTRY-25942392D2D1D97CC5B9	R16A-PCOMP-18CCA5FDE75FB01FEBAC	R16A-SEED-15FA6E80672CC2F72E38	portrait_card	neutral-contrast-v1	1080	1620	c7f0e661f303dde5467b0d6dd6155e93966b66aeb0fad6d6f68c44964ea671b1	b0d275ac135439cf8621de918b7154601f5bfa1b73d62e75ef5a0d5556e32dab	0046d71cccb3913fbc5dc14d94b3cf3fb514c8d5f7fe2d70caaded3280d51c6a	false	false	false	false
TEV2-005b9313416af46488e4f09d	R16A-STATE-DBE0FA788D4FE2C177748C04	dbe0fa788d4fe2c177748c04a3b5472dc45d191061223281dc88ccf42c6d8ee9	R16A-ENTRY-BCA65C910DD7522D16E5	R16A-PCOMP-EF5D47CFCA2FCE36B63D	R16A-SEED-0CAF10AF596486792D40	portrait_card	neutral-contrast-v1	1080	1620	6893bb8c7b413553a8fe1a7e691e779b060c1d0c42e24ae7f93650af5a5bb096	f0d038cfe9cfd21edf433f98a615e8be80aeb3095429876dae840fdf5455592a	005b9313416af46488e4f09d744338b7aa5c5923f061398f498802c56874791c	false	false	false	false
TEV2-006124097915cefaf14d247d	R16A-STATE-0B387A794EB4A26408BAA9AD	0b387a794eb4a26408baa9ad61bcb2a2d91fa165897e39ddfe78a21ed2d1b568	R16A-ENTRY-2DC92F43571CF5579451	R16A-PCOMP-F977A00A83E2973B80F7	R16A-SEED-D532B8938426577473F8	portrait_card	neutral-v1	1080	1620	46deed5c98fe35de83d67478c9b684fb02b55059ddc4e093214abf2511daafc6	7ce24dea02751b6f5fb44aecf5983e1f1a50f676fa078ffc0df70c2ca13d4f3b	006124097915cefaf14d247dea4027bfdcaac3a3bee9cbbd1742479cf7e93042	false	false	false	false
TEV2-0062f72388e71c7216d6c7e8	R16A-STATE-8BEEA0048D04D2A862504537	8beea0048d04d2a862504537680052bd68e9113a431fb0b6e79aa199e0ab2592	R16A-ENTRY-1DE2FF3D67B53BD7BBE5	R16A-PCOMP-A4BDE85A7EED89E9194D	R16A-SEED-454F211E9344171CE198	portrait_card	neutral-contrast-v1	1080	1620	1b6cf9621277bc103bb226c81abef7fb6b4137ec6d3e8e711d7447f126487297	b5b96f92834666eac002cf20fec32cdcc098bb0890b65180d1ec4e3f3f8c3635	0062f72388e71c7216d6c7e81490e947c8df33f76aaa9f59cfbc0411da26efbb	false	false	false	false
TEV2-0063d9a05c0f75ee245faf08	R16A-STATE-32BD6731465B81392F1437A1	32bd6731465b81392f1437a1b36ea06deab0768d8df8e6f0e7c2c3ac067e853c	R16A-ENTRY-A2AA1DE24896163DF617	R16A-PCOMP-EF9449592F847C54F53B	R16A-SEED-5EA33AACF83A715D8EA7	portrait_card	neutral-contrast-v1	1080	1620	5c2735bd4daf1a8f6ab11807afb6be6e0c4898567cddf4b571409569e5e5c35d	7d6105c0f5be41d627a44e60e90e00458dbe815c79326f41bc12dccb315a800c	0063d9a05c0f75ee245faf088b5a0f100191fefff7943100cf8a76ed7470ae7e	false	false	false	false
TEV2-00674a7613eb8e62c3aa8328	R16A-STATE-A8B0C4DBC04583B01186E397	a8b0c4dbc04583b01186e39773a06f60ddddbdb5f451e3a27b11664060e31d7e	R16A-ENTRY-34FE968144746CDA094A	R16A-PCOMP-765F4B82E8E0BAADAA32	R16A-SEED-D088A4EBAF829177BACD	portrait_card	neutral-v1	1080	1620	e9ba47b78852a848d1899ecad76c2e05c0b91d4cc39f1adfd729bb5fec0bb09d	5b93f01b65a1e1e88843466aad5e0a8e882d87c53d42b178ed1bd66074c90aaa	00674a7613eb8e62c3aa832812ea615936ae1701824e9b65e2ecc55eb52f436b	false	false	false	false
TEV2-006774a8084ce49a216ec1b8	R16A-STATE-E9D4F6F5886AAAE9F5602035	e9d4f6f5886aaae9f560203561984772dce13623c4e23c718e8dcb67e1257cf9	R16A-ENTRY-5210759542ADC353072B	R16A-PCOMP-E6F38028503B12CFEE7C	R16A-SEED-E9BBABEEA42E345CB6A3	portrait_card	neutral-contrast-v1	1080	1620	646911993c280a6a4a0822e25bb65f9ebf0b9d9995299a71be1dd32cc9732311	497225724be423cbed7882eb7cbc353bb74d2cf600d6556ebda9748b920efca8	006774a8084ce49a216ec1b8c1455278f67d33062f6b7ac555f72f92e1658d9f	false	false	false	false
TEV2-006cc7a605250bb2c388b932	R16A-STATE-220AC3560C86ACCE2D86AEBD	220ac3560c86acce2d86aebd747ec793d2e281ce8ca5651672c52c1ba0f36d28	R16A-ENTRY-D029EB63743D246F4E72	R16A-PCOMP-0E83581BA86AA46106A8	R16A-SEED-C9074F023A706B73AD3A	portrait_card	neutral-contrast-v1	1080	1620	30dfafdd337553210aa8fdc7102701ff5ee6195ead03d678cd6443a9df96ca7f	9fc776d74642f3e960a1f717ebc93a74733ad56ea3f07b66d6ae6163812e391f	006cc7a605250bb2c388b9322882794214eb630ed8c3e2c6fffec592fcfe817b	false	false	false	false
TEV2-006d3c4c50549a06700ce817	R16A-STATE-EF033466EDD019F03D2B994E	ef033466edd019f03d2b994e8557f2a2ac0201997f421ff8cfa7296963cf0f14	R16A-ENTRY-62192DD170EB39DE1963	R16A-PCOMP-21813FF31163A9967905	R16A-SEED-E9D28EC125FB3D3F3EA9	portrait_card	neutral-contrast-v1	1080	1620	b17477021f7cdca80e532ee34e63db6b309b1bf714b7c8f0f83f4dd0e75ab96c	8cd1c9d31a34454179fcb3f3787cdda572c14abced0c2f7cb77227c802437838	006d3c4c50549a06700ce81733d5c80d9ba176aace64a1242d61e316ff2bd631	false	false	false	false
TEV2-00707ca45945ccf93c2a046c	R16A-STATE-2444D287835AB83AD64D14DE	2444d287835ab83ad64d14deb64a4415413e4730474e33589d7cb9736cbf5d35	R16A-ENTRY-4BFE43E2A3DE9957FB93	R16A-PCOMP-0D9983B15D906D9075FF	R16A-SEED-E2CA88998569E13D72F5	portrait_card	neutral-v1	1080	1620	efa650553de7aab45f60a49d0bb84cb04f67ac12b12dec2c86b32a2b2810aa73	a60e3b50287182b125679d1735cb91481cd71c97defbbea0d09ebbf5dc043cea	00707ca45945ccf93c2a046c487e4e6daff4aa36026dce5c66cdd6249b736403	false	false	false	false
TEV2-007778d00639c7513c8f53b2	R16A-STATE-104EB897578E3876E2205B49	104eb897578e3876e2205b499da39dd2a9958a0539a440c8682ad09153d67f1b	R16A-ENTRY-E3E7F7FE5935F715005D	R16A-PCOMP-0CC893F86B628A11B34E	R16A-SEED-D9FCFA904A560C0F4D95	portrait_card	neutral-contrast-v1	1080	1620	cb5bb3359e0f1d9f8a156b42cfcc5f4888a28dd1b1b6833413c4e786ebdf2b61	7163f09379f19553ca1d5b40d61a4f86eaa29928442fa2335d16361ff3e06b64	007778d00639c7513c8f53b2d5cb8cde8c0bc40b21015d8d376e514b8586327c	false	false	false	false
TEV2-00803fa6832f06ccaab2655d	R16A-STATE-BE2C2EC7B435C78F0643974D	be2c2ec7b435c78f0643974de77277653b164e93d862871c8de2231032f03da8	R16A-ENTRY-83E5BCDE4DF04E69528B	R16A-PCOMP-771B5DC30E644811BA72	R16A-SEED-22C9600E2825D219E5D5	portrait_card	neutral-contrast-v1	1080	1620	f121bca3c83a91f050e02b84571e0bdb64686bf4cb58bd206625bcf3f9a86c61	87472b36eb045f496ee1275ca9c4c7d36bed73b7f31b4e2bdced7b7b243b5073	00803fa6832f06ccaab2655d552ea2da69e1067315b7190a40f43286b691b3cd	false	false	false	false
TEV2-0082bb889f90c88e55592479	R16A-STATE-01E1056575019674E3278043	01e1056575019674e3278043592eda46feea5edb09434f22683028649e23029e	R16A-ENTRY-83E5BCDE4DF04E69528B	R16A-PCOMP-4850E3B324231E416207	R16A-SEED-19FB03A8043D2A93F018	portrait_card	neutral-contrast-v1	1080	1620	f121bca3c83a91f050e02b84571e0bdb64686bf4cb58bd206625bcf3f9a86c61	ed2c57c09a2fa1873fdd532a4ea00db520ebb0718173b604a23d27a0d197feb0	0082bb889f90c88e555924793c88602e2024adda03c01b43d118afaf962469b2	false	false	false	false
TEV2-0083823d49d02550f355df3b	R16A-STATE-34C5537CAB39F6DF16E16F1A	34c5537cab39f6df16e16f1ab39d67ff96bf3d472e8bb7f416d990a572a06a04	R16A-ENTRY-5210759542ADC353072B	R16A-PCOMP-E6F38028503B12CFEE7C	R16A-SEED-E9BBABEEA42E345CB6A3	portrait_card	neutral-v1	1080	1620	646911993c280a6a4a0822e25bb65f9ebf0b9d9995299a71be1dd32cc9732311	e1f1af70539d081bbe009a2578dbf97fcdfd9c24824b1b7976f15ecbb695a5cd	0083823d49d02550f355df3ba083e01b4da6ac2bc4ed6f4c374653552ce92c39	false	false	false	false
TEV2-0087e53c545349f669065706	R16A-STATE-919018F02FEB15B72031FFA0	919018f02feb15b72031ffa027081321403eb80e5db9b0cc01f61c10b5db2476	R16A-ENTRY-62192DD170EB39DE1963	R16A-PCOMP-21813FF31163A9967905	R16A-SEED-E9D28EC125FB3D3F3EA9	portrait_card	neutral-contrast-v1	1080	1620	b17477021f7cdca80e532ee34e63db6b309b1bf714b7c8f0f83f4dd0e75ab96c	75b0505c808cb749454ac209aa1897842d977b746b57ea54f9903c1d4b4ec3a0	0087e53c545349f6690657064d23cfa5f2f5cc700f745589fe1775af424f7268	false	false	false	false
TEV2-0090d0177a4b7d701cb7a785	R16A-STATE-57ECBA51A26422C6BA474B62	57ecba51a26422c6ba474b62943dda934416632062bb925f2beed6e10b60bd16	R16A-ENTRY-1E4A3BE36F4CFF335A70	R16A-PCOMP-1ED3A4B1C37BA32AA5E1	R16A-SEED-410F8C83D0DD0A3AF8C5	portrait_card	neutral-contrast-v1	1080	1620	2b3b8d7c5af03b42652bbbaa4fc47fe1c2f88e4408a9f030bfd11d1a1cbf1616	d7d7ee9a935285fce76a948169dd9616d346ed6afa0374ed7cd41bd12ef1d2a1	0090d0177a4b7d701cb7a785b0145689f88ffeee32928651b0bc548fdc944e8a	false	false	false	false
TEV2-00930f0cc85d001b6c02921c	R16A-STATE-05D94B4F492C5288CBF20D05	05d94b4f492c5288cbf20d05e333d07c94bba066e482528855454fab3881187c	R16A-ENTRY-E3E7F7FE5935F715005D	R16A-PCOMP-4F3FB819761FE6F3DF08	R16A-SEED-CCDF2AEF54F996B0277D	portrait_card	neutral-contrast-v1	1080	1620	cb5bb3359e0f1d9f8a156b42cfcc5f4888a28dd1b1b6833413c4e786ebdf2b61	0d0026a7b27b1e45320d6a2444dad998275fd0ab0c066a598a8ea537b8c9c400	00930f0cc85d001b6c02921cc0c4b106ab0e8331738d1b1e01c0ec94d7fc1ad4	false	false	false	false
TEV2-009dc3a58ec1ae6cb9dbe023	R16A-STATE-BF43F52F06A80B84D182391F	bf43f52f06a80b84d182391fb73bffada5fb19f9b32046093e29524dc04ad679	R16A-ENTRY-BCA65C910DD7522D16E5	R16A-PCOMP-EF5D47CFCA2FCE36B63D	R16A-SEED-0CAF10AF596486792D40	portrait_card	neutral-v1	1080	1620	6893bb8c7b413553a8fe1a7e691e779b060c1d0c42e24ae7f93650af5a5bb096	c9e8843847b9fe234fcdcee47fb192c176fb9f065d970c3734ddb6464f149117	009dc3a58ec1ae6cb9dbe023ea7a415fc78f6ac14c40120028eb6221deaab943	false	false	false	false
TEV2-00b27091b6451229de8078f8	R16A-STATE-5D97F10C44584B9670817000	5d97f10c44584b967081700091139ee241bfaf6d99c3070e6d90fcd54398ef34	R16A-ENTRY-84E933E1ADFB3F455763	R16A-PCOMP-4B3E7A083FD416AD59F6	R16A-SEED-39C0C1F451B166FB5EC1	portrait_card	neutral-v1	1080	1620	0f2c32c45d7c8a4e3027829a5691149d4a88d5b9da30e0cff8b46f4efde08268	0e11e32211a416a389b29ec27040bd4d0e523156dd54caf1ad1fc23217afd435	00b27091b6451229de8078f8065b3837b8dd04b1f9a4720f0d690ab865909742	false	false	false	false
TEV2-00c128dbff77486c3ebc5694	R16A-STATE-D41DC277B9B470F5DA91C1DA	d41dc277b9b470f5da91c1da165570f258219ef4e44b7a85dceae5a1bac2b72c	R16A-ENTRY-34FE968144746CDA094A	R16A-PCOMP-DEFDAE82AF82AD5D0B49	R16A-SEED-80BD6FA3957FB56BA56D	portrait_card	neutral-v1	1080	1620	e9ba47b78852a848d1899ecad76c2e05c0b91d4cc39f1adfd729bb5fec0bb09d	41acab34b9a478c4be9957a9d044d7ad0cb47ce027ff59c652ecabc47e48a018	00c128dbff77486c3ebc5694d2123bb1021dacba038ec467d448e7b87865ced4	false	false	false	false
TEV2-00c2ea6e89d0d89a663d5305	R16A-STATE-08038413E0CDED85901582D8	08038413e0cded85901582d8e645bfb74f4af7a38c0a1f2c212d4ba05cef07d0	R16A-ENTRY-BF997586D7587A182AD7	R16A-PCOMP-90A37A1E9AE2AD0FFD06	R16A-SEED-7FD15AD7DDEB78153BBA	portrait_card	neutral-v1	1080	1620	20a4c0be16721230a076369ccdee09f584fc7ce8fd2fb9409f46cca2802ca8de	5deda16ca7b51b1acf9c6696ee067bb6455fb32d9dd27e0b8d38cbd048577a88	00c2ea6e89d0d89a663d53057cd76ec623d7738ac8750bc59a71fe5e3887d5c5	false	false	false	false
TEV2-00c6c7d22f52c4ccce220d07	R16A-STATE-BEFE90DF3D4BE6F78AE10DF6	befe90df3d4be6f78ae10df631fe2f0356fb8d100e5ca790ad54790064400fd4	R16A-ENTRY-9A10AFD4676A2874B38C	R16A-PCOMP-FB98C7D70C7129EC3E28	R16A-SEED-0737A7F3E4B463A660DC	portrait_card	neutral-contrast-v1	1080	1620	a9529a7967d2fe590c2cc4fa249808f729d1f3b353c9c883b3ceb63e52c1f2ab	260f76bd965fa41b9d4f24ad8b0dbca85e460d49782d6a2be645a05950432f6c	00c6c7d22f52c4ccce220d071eefbb21b9c3a829c52d8df49fc6b623e6ae953d	false	false	false	false
TEV2-00cb675e370367058e95b68b	R16A-STATE-E4F53CA36E87FB570AA13C4C	e4f53ca36e87fb570aa13c4c620feadbe02f40e6b2dc40da222a4494a9976df8	R16A-ENTRY-82CA5FBBB8348F7AE95B	R16A-PCOMP-3E050B5A69CE84AA2287	R16A-SEED-A2F024A1E9548572C8F1	portrait_card	neutral-contrast-v1	1080	1620	0dde3305a3b881ed487a614757a03fdf7e1b799e398d5a4ce0796b67a29e2d8a	e5346a232fa32be270adaf36ee2758bc91d69f677de6707e2969c8eb7a3b6c12	00cb675e370367058e95b68b8916c7c28d3c8847afc5b121773613d478636533	false	false	false	false
TEV2-00cd48c4f7a146c6bc2538f6	R16A-STATE-73BEF6FB5AE355422911C5E3	73bef6fb5ae355422911c5e346dfad1a2dd7828ff624e86a4a8f67748dc417a6	R16A-ENTRY-5210759542ADC353072B	R16A-PCOMP-E6F38028503B12CFEE7C	R16A-SEED-E9BBABEEA42E345CB6A3	portrait_card	neutral-contrast-v1	1080	1620	646911993c280a6a4a0822e25bb65f9ebf0b9d9995299a71be1dd32cc9732311	86bf93cdddd36452625b96a5579062f0d41ff51639a39b268664b67d0fc8856f	00cd48c4f7a146c6bc2538f6cbf9199c47b9b2c69e14f9a5ba20d6846337c1f8	false	false	false	false
TEV2-00d1a62db09f93ffe525c747	R16A-STATE-B36C305325654E078840180E	b36c305325654e078840180e5b0c7da089e3dc4b9d7343f6516cccf6e0f5a620	R16A-ENTRY-91C361126F28F4EB4753	R16A-PCOMP-584740458A78B5ABC3D8	R16A-SEED-3CBEEB38677F634C43C5	portrait_card	neutral-v1	1080	1620	ef29609fcc3f92db2291ad11178a9d81271f762c506c97297feef6ce33df6617	3451fc2e548d67b94d02bb436a2b6f49e16654310aab12391580336840d6be64	00d1a62db09f93ffe525c7473f9cccf732e61c59c60e00f4cd2f10c334625aab	false	false	false	false
TEV2-00d2e45ea342211821ae3641	R16A-STATE-BF1221FCA904B9B6029AD918	bf1221fca904b9b6029ad918c037abd850b25cad2bbf6c0c8073bb692dd2f6e4	R16A-ENTRY-0CD1B6E361265F2ECC6E	R16A-PCOMP-2899AB2E010B581F2389	R16A-SEED-9725ED7A7103AD1DC603	portrait_card	neutral-contrast-v1	1080	1620	0e46c4d028c2dbdd76c6cdf259321707862bad59ef48fa64557e70b74f5e687c	3ee81e861558dca270db84281264bd36c3d1eca8a280594c9ac7a37a03067782	00d2e45ea342211821ae36418f78f9129c6da9c436d2c492a47b48b1e6b9bc1a	false	false	false	false
TEV2-00d5decdae39beeff04d9e8e	R16A-STATE-9E1315CF78889AF5F0A970AA	9e1315cf78889af5f0a970aa02eee45d34809e07cb16ea0b8073747f6d2f043d	R16A-ENTRY-2DC92F43571CF5579451	R16A-PCOMP-F977A00A83E2973B80F7	R16A-SEED-D532B8938426577473F8	portrait_card	neutral-v1	1080	1620	46deed5c98fe35de83d67478c9b684fb02b55059ddc4e093214abf2511daafc6	fae6611d489196014552e217ffb59c439c2b75451dc3c6e9c129cac60ecd04c3	00d5decdae39beeff04d9e8e31e78e2dfc69ea9633bb43dbfcb88e6cba0a68d9	false	false	false	false
TEV2-00d9d8e4bc1ed152eb874189	R16A-STATE-C26E4DCDB709BA79C724AA1B	c26e4dcdb709ba79c724aa1b26ca05fa707ccf76684887263f423f9212b7a24e	R16A-ENTRY-378B477BAD2CA5A0654A	R16A-PCOMP-BBF31442BB323BF620E9	R16A-SEED-51773AF0976D7C0F508B	portrait_card	neutral-contrast-v1	1080	1620	aa88558e7d38bf883600d2c2ecc227cb0e2ce56abdd18a2ae453e7166c69f898	9d4e376ab61167492c02f86779c8641c7748f7d872ca47bc516fadfcd3ad5198	00d9d8e4bc1ed152eb8741892dd11b7c738952d89edbc1da4f2644a445b2bceb	false	false	false	false
TEV2-00dcdaf31ad36d800faf119a	R16A-STATE-19999896DD0757026506E2D0	19999896dd0757026506e2d05892a6b804d18051443a2fa7bf7e18ff472447d4	R16A-ENTRY-4BFE43E2A3DE9957FB93	R16A-PCOMP-6636BEE07EECFB298AEF	R16A-SEED-B34D714EA4C7F4CD833D	portrait_card	neutral-v1	1080	1620	efa650553de7aab45f60a49d0bb84cb04f67ac12b12dec2c86b32a2b2810aa73	c6c178b53dd5c4ac9448c725477d04d83f164c96f9db2b7438e0a504ad9d0da2	00dcdaf31ad36d800faf119ad275ae549218dc96ea3c825218d5a29f4021064e	false	false	false	false
