workflow_id	composition_id	category_entry_id	seed_id	start_state_id	target_state_id	target_state_hash	target_semantic_hash	workflow_length	steps	replay_count	replay_pass_count	state_replay_mismatch_count	semantic_replay_mismatch_count
R16A-WORKFLOW-01049A211F4B7FF2F105055E	R16A-PCOMP-2CBC59D5B278709F5E25	R16A-ENTRY-A2AA1DE24896163DF617	R16A-SEED-E9C5A7BE777828651A8D	R16A-STATE-938A619333FB2B9CD16425D2	R16A-STATE-9F161D9C9F30DD7F4B2CC8D3	9f161d9c9f30dd7f4b2cc8d315df93d85d06cfde91f81848d341d1065517f9dd	5c2735bd4daf1a8f6ab11807afb6be6e0c4898567cddf4b571409569e5e5c35d	1	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""}]"	2	2	0	0
R16A-WORKFLOW-0114B575F5837DD029EA0B33	R16A-PCOMP-0CC893F86B628A11B34E	R16A-ENTRY-E3E7F7FE5935F715005D	R16A-SEED-D9FCFA904A560C0F4D95	R16A-STATE-E95669C4F66AC8D1F29F39B4	R16A-STATE-7638C3A7DE6379EB8CA779A0	7638c3a7de6379eb8ca779a0f15d3527028dcdbf53af928aa3e8a1813289bac3	cb5bb3359e0f1d9f8a156b42cfcc5f4888a28dd1b1b6833413c4e786ebdf2b61	4	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""}]"	2	2	0	0
R16A-WORKFLOW-0116A3A87071527949F5E897	R16A-PCOMP-6636BEE07EECFB298AEF	R16A-ENTRY-4BFE43E2A3DE9957FB93	R16A-SEED-B34D714EA4C7F4CD833D	R16A-STATE-BD09373C61C50C839978D1CF	R16A-STATE-A99EB77EFDC4AA563D321EFA	a99eb77efdc4aa563d321efa4bdf6a0225a8fda9025228cba475be2942f5b1a8	efa650553de7aab45f60a49d0bb84cb04f67ac12b12dec2c86b32a2b2810aa73	4	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""}]"	2	2	0	0
R16A-WORKFLOW-011894E8F00D3C0CF95D350D	R16A-PCOMP-751D74E78CC97057E168	R16A-ENTRY-838873C85DA1094B688B	R16A-SEED-53B36C1B5E5B9D87755B	R16A-STATE-D9891A2E5B468D9DA519CE0D	R16A-STATE-2B19D00957509CD4D561844F	2b19d00957509cd4d561844f39e2a642c7eb2864d50cda153f60aeb15c85c19d	fed0fa6dc8137077c07fd609beaf6b05bf08f622be4ecd8e635cbf330d772951	1	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""}]"	2	2	0	0
R16A-WORKFLOW-0119333E135CA45A94F70319	R16A-PCOMP-771B5DC30E644811BA72	R16A-ENTRY-83E5BCDE4DF04E69528B	R16A-SEED-22C9600E2825D219E5D5	R16A-STATE-3A6EB68B277CD64168DB351E	R16A-STATE-B29D3A420705A45279C9CF5D	b29d3a420705a45279c9cf5df229451881bb09888be1649e2ac28c7dd4caca75	f121bca3c83a91f050e02b84571e0bdb64686bf4cb58bd206625bcf3f9a86c61	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""}]"	2	2	0	0
R16A-WORKFLOW-013B6BB9EB65B8406F85D753	R16A-PCOMP-3C4600EED84F5C7DBF22	R16A-ENTRY-89D363CFA845AC8DCB9B	R16A-SEED-49BBF9C685C8448B0FD1	R16A-STATE-E703C7BC254B27346764DDCB	R16A-STATE-76AA77FA4D07F87DF2DA72DD	76aa77fa4d07f87df2da72dd1d84f38495cb36a0498627c77b982e30a8050913	3bb31598d844265bbb494ad432cdc02fed1533116360d09de628649b9a0d30ae	4	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""FOCUS_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""}]"	2	2	0	0
R16A-WORKFLOW-013BAEC027214D154CFCE70A	R16A-PCOMP-692610485B833285A57D	R16A-ENTRY-AF6985C27CFF43F60656	R16A-SEED-8E92E6E85800E65EBA42	R16A-STATE-A88F1C2949F2045F83012320	R16A-STATE-86552A1BCE4FE22D95657315	86552a1bce4fe22d95657315378a0fe272ee50696e1d4d8607225dea787ff9ed	f989d2f99f1041ee44c1ab53bb283ebac69ba3e2ca109ae2fab0a960bf90e40d	2	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342""}]"	2	2	0	0
R16A-WORKFLOW-013F988759DF9B43DE6CC0A6	R16A-PCOMP-95C4825A049407F782CA	R16A-ENTRY-8E56DCCFD296100BB104	R16A-SEED-89A0990EEC79791F3787	R16A-STATE-C4C6DD73EA0AE6E6B5E48646	R16A-STATE-30A92C101098492F3FC64B8D	30a92c101098492f3fc64b8dfac0581b500e9923d3e0c48d1bd765966a2a35b7	3f3b003997bcecf3c10480822aae7f3e64a6108efc16df00318f87ba0b980e51	1	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed""}]"	2	2	0	0
R16A-WORKFLOW-0148AF2AD245A4F794E6CC34	R16A-PCOMP-751D74E78CC97057E168	R16A-ENTRY-838873C85DA1094B688B	R16A-SEED-53B36C1B5E5B9D87755B	R16A-STATE-D9891A2E5B468D9DA519CE0D	R16A-STATE-C9FD7E964C342FC0AB1EE130	c9fd7e964c342fc0ab1ee130ffdbe9905b51e3cb50c98cb786e0195a3ac7e0da	fed0fa6dc8137077c07fd609beaf6b05bf08f622be4ecd8e635cbf330d772951	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""}]"	2	2	0	0
R16A-WORKFLOW-0151F193C956E739A2A8EB56	R16A-PCOMP-C266290FECA688658447	R16A-ENTRY-4A1926332CA14C8BF6B4	R16A-SEED-E3F2BD284FD38AB5D3B3	R16A-STATE-4666A268E0475CF8B00A1863	R16A-STATE-4666A268E0475CF8B00A1863	4666a268e0475cf8b00a186363cd0af7e962b27b996ae4d0eb43fb9d0b07e790	324dbc743b547b1609c50601f609e58fa6407c52a37c6a847199ef7ed592c084	0	[]	2	2	0	0
R16A-WORKFLOW-0167024F1521223C97519E20	R16A-PCOMP-6636BEE07EECFB298AEF	R16A-ENTRY-4BFE43E2A3DE9957FB93	R16A-SEED-B34D714EA4C7F4CD833D	R16A-STATE-BD09373C61C50C839978D1CF	R16A-STATE-31720D2900A77E9A476E4D7E	31720d2900a77e9a476e4d7efa94edad5ac80ff9a44fa0d2437e233e847b929f	efa650553de7aab45f60a49d0bb84cb04f67ac12b12dec2c86b32a2b2810aa73	5	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""}]"	2	2	0	0
R16A-WORKFLOW-0168730013E1094036EBB258	R16A-PCOMP-53C946421D66B19B34DF	R16A-ENTRY-A66B2555C5B3B9098145	R16A-SEED-B5A2048A179DBA41ACB7	R16A-STATE-E9BBBCE71372164050F55B41	R16A-STATE-B0CAFF75D992A40A2D3A8AC8	b0caff75d992a40a2d3a8ac8ae7c9f3a9aecd65ca0a6b2b0d6d28c5a941c31dd	dca1be6c1fa5a4c9210a11ec74bace764a95f9e24ff4152578a5b1485d25b948	2	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce""},{""action"":""FOCUS_NODE"",""target_id"":""TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8""}]"	2	2	0	0
R16A-WORKFLOW-017B05589AFC73D8C76E33C8	R16A-PCOMP-F63F29CDC6FA953855B1	R16A-ENTRY-DCBCD4680AD1D43F8C27	R16A-SEED-D9CC3FB91791C37F5425	R16A-STATE-1783EC1DDAC74A903CF70255	R16A-STATE-DD05650AB465600DA63C5CA5	dd05650ab465600da63c5ca5d20b87f43427646532ddee0442795e239d90a067	a355f81b3cce64f6ce4078b1a44f249b4083ff889eacc095d24531ee972e0a69	2	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d""}]"	2	2	0	0
R16A-WORKFLOW-01A79BA74952ADACC16AC85E	R16A-PCOMP-80E63F579DDB20844156	R16A-ENTRY-DCBCD4680AD1D43F8C27	R16A-SEED-B2C21E815E1273F74EC0	R16A-STATE-BBA67F1D532D292EC8C4A4EF	R16A-STATE-FFC4E73B0C74E996D323B4C8	ffc4e73b0c74e996d323b4c81b5617377b658e71e53d8cdc9284bccaad9faf0b	a355f81b3cce64f6ce4078b1a44f249b4083ff889eacc095d24531ee972e0a69	1	"[{""action"":""EXPAND_NODE"",""target_id"":""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""}]"	2	2	0	0
R16A-WORKFLOW-01B0E06901D3A445ECC24624	R16A-PCOMP-40167CCF74A48267F34C	R16A-ENTRY-BF07DD1C1ADA7CC4D809	R16A-SEED-AF0348C6C058C3751502	R16A-STATE-42226ED004C8CB8A8E18E181	R16A-STATE-F164A7982768D7CC12605C11	f164a7982768d7cc12605c114a46613908e4ddcb73f7dde597349efb3da0ea85	f0b83479b2ba8e71ce26c1179231fd19dbe07cfbbfd536bb56738235bf67ea3b	4	"[{""action"":""FOCUS_NODE"",""target_id"":""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""},{""action"":""EXPAND_NODE"",""target_id"":""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc""}]"	2	2	0	0
