pair_id	vocabulary_id_a	vocabulary_id_b	label_a	label_b	canonical_pair_key	final_status	active	round14_assessment_id	method_version	association_strength	evidence_confidence	evidence_status	d1	d2	d3	d4	d5	d6	d7	cooccurrence_only	hard_negative	historical_scope	context_scope	qualification	decision_reason	accepted_evidence_refs	external_query_id	external_result_count	external_accepted_source_ids	external_rejected_source_ids	database_text_cooccurrence_used	database_metadata_relation_inferred	typed_relation_emitted	causal_relation_emitted	directional_relation_emitted
R16A-PAIR:091ab35ed795f8e113ca5a9f2ab00d2f975cc83c5528df3dcb646eaeb9dbb1bd	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	consumption	imitation	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:96f2ac6dc58d02a2063c04f1042c962a9db58215865d795480e189517075e423	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.9774/gleaf.9781783534937_4"",""CROSSREF:DOI:10.4324/9781351284127-3"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.4324/9780203133194-14""]"	false	false	false	false	false
R16A-PAIR:091f8507fa62134f0bd0d718357a195bb1b80c6e56618bceec5a76f9c4ca359e	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	design education	commodification	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	INACTIVE_HARD_NEGATIVE	false	R14-ASSOC-024	trace-generic-association-rubric-v1-round16a-census-clarification-v2	WEAK	LOW	INSUFFICIENT	0	1	1	2	0	0	0	true	true	No shared bounded historical case	Broad design-history membership only	Corpus co-membership is not contextual evidence.	The sources support separate histories, not this association.	"[""R14-EVID-024-01"",""R14-EVID-024-02""]"	R16A-CROSSREF-QUERY:8bbbce643dafd9aa7986f1f245a3e3b99ee326298e678294370076230e921a90	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.1093/jdh/epp041"",""CROSSREF:DOI:10.1093/jdh/epn019""]"	false	false	false	false	false
R16A-PAIR:09609b72710b934e9aef9c61165ed53e9e1484543313a16eb7689599e00b584e	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	craft	propaganda	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:3ff237204613628335a037477d41ab17e57dcfe612c93e6459e4c7fab199219c	5	[]	"[""CROSSREF:DOI:10.5040/9781474293761.0186"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.2307/j.ctt18mvngc.7"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.26887/educraf.v1i1.2197""]"	false	false	false	false	false
R16A-PAIR:09940533bc7a99c9f347d673d6be0f2aab34b8d3c17d682e3577fdcf68d5647e	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	design education	mediation	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:e4cd9181eae3cbdc08e586173f246e5e450d4c4bb681b8e70fb88eaf80ebc55d	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.4324/9780203133194-14"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.1093/jdh/epp041"",""CROSSREF:DOI:10.1093/jdh/epn019""]"	false	false	false	false	false
R16A-PAIR:0a2a7c8035cc085dc2abb889edae203d700cfbfe4bd140a1fa7ca310b1c954b1	TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	self-exoticization	propaganda	TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:da03cc4c72cfefdfa018540766241a9fd53cbbade99049fadadbb04f8895455e	5	[]	"[""CROSSREF:DOI:10.1093/jdh/epw049"",""CROSSREF:DOI:10.5040/9781474293761.0186"",""CROSSREF:DOI:10.2307/j.ctv224txwk.9"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.5151/despro-icdhs2016-02_001""]"	false	false	false	false	false
R16A-PAIR:0a517802bed526dd5523a0af511ca3a3a980d7c35567c502e483a595728605b4	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	consumer culture	material displacement	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:ab573af2783827aae820bf9b5163d68720c9b6d618401ac54a26c969320c8ffc	5	[]	"[""CROSSREF:DOI:10.1086/659397"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.1086/665695"",""CROSSREF:DOI:10.1177/146954050200200206"",""CROSSREF:DOI:10.1086/688200""]"	false	false	false	false	false
R16A-PAIR:0ab42b7a3823a04c08bfa27cd989ba4ddad3bb3a4e4fed529eb98abf341c3c08	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	consumer culture	design diplomacy	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829|TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:241e9df47bfe26d52eb51cdd7f5a15d641ef52842af695e9dd275e38adcc6619	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.2752/175470709787375724"",""CROSSREF:DOI:10.1080/17547075.2024.2426877"",""CROSSREF:DOI:10.1080/17547075.2019.1651119"",""CROSSREF:DOI:10.1177/146954050200200206""]"	false	false	false	false	false
R16A-PAIR:0c8c2331a9ba240c16d983a310a9cb7e83f44710cb57828cca8860aaf7799937	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630	photography	typography	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea|TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630	ACTIVE_SOURCE_SUPPORTED	true	R14-ASSOC-018	trace-generic-association-rubric-v1-round16a-census-clarification-v2	STRONG	MODERATE	SOURCE_SUPPORTED	2	1	0	2	2	1	1	false	false	Herbert Matter's modern graphic-design practice	Institutional record of photographic/typographic synthesis	Final source-supported case under the Round 16A bounded-source policy: locator-bearing governed source evidence is sufficient for generic proximity; no typed, causal, directional, or universal historical relation is claimed.	The museum exhibition record explicitly describes a synthesis of photography and typography.	"[""R14-EVID-018-01""]"	R16A-CROSSREF-QUERY:de496af58c36994977fd6e8064192088a1659568d1317807520aa8f17dfa43d1	5	[]	"[""CROSSREF:DOI:10.1093/jdh/epq032"",""CROSSREF:DOI:10.4324/9780240824703-7"",""CROSSREF:DOI:10.53788/swbe0100"",""CROSSREF:DOI:10.1201/9780429021251-10"",""CROSSREF:DOI:10.5040/9781350075054.ch-003""]"	false	false	false	false	false
R16A-PAIR:0cc0f0b0feef32c10f9a4475d211385f2cdbf195cc0858d614bf884d71592d64	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	mobile object	production	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:cef1a280eb9680d43f99e62e49db71d583ca4b4e00852d1bbfad4e4bb66da830	5	[]	"[""CROSSREF:DOI:10.59236/emro.v20i8a7101"",""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.37862/aaeportal.00152.009"",""CROSSREF:DOI:10.1093/jdh/13.1.23"",""CROSSREF:DOI:10.4324/9780203133194-14""]"	false	false	false	false	false
R16A-PAIR:0d641ed01d98495f2f9a948b087ea3a578f57185b55d19a787a0580a315b38e1	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	consumer culture	imitation	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	INACTIVE_INSUFFICIENT_EVIDENCE	false		trace-generic-association-rubric-v1-round16a-census-clarification-v2	NONE	NONE	NONE	0	0	0	0	0	0	0	false	false	UNESTABLISHED	UNESTABLISHED	No qualifying association evidence was found under the documented protocol; this is not a claim that no historical relationship exists.	Frozen evidence registries contain no qualifying locator-bearing association evidence, and Crossref discovery metadata was not treated as source text.	[]	R16A-CROSSREF-QUERY:920ae62df299056e4471a3d65a66cb15d8bd3f5944416e38fb79bca8b64539f3	5	[]	"[""CROSSREF:DOI:10.1093/jdh/16.3.260"",""CROSSREF:DOI:10.1177/146954050200200206"",""CROSSREF:DOI:10.2752/175470709787375724"",""CROSSREF:DOI:10.1080/17547075.2024.2426877"",""CROSSREF:DOI:10.1080/17547075.2019.1651119""]"	false	false	false	false	false
