path	byte_size	sha256
docs/audits/v49-exploration-composition-review-round1/raw/full-validation.tsv	2640	526de0b76f21a4a3dea82a90e69ebc3e745522636da39cb911c75fd206a24235
docs/audits/v49-exploration-composition-review-round1/raw/independent-review-provenance.json	1760	afff8fed37245420fc20ee14d7b9511a4efed62139811994cc50943b44a63842
docs/audits/v49-exploration-composition-review-round1/raw/input-freeze.json	587	7c91dc909ca10b0ca111e51f6261d22cb60fb668c5e51a7ee0c5ef555338a749
docs/audits/v49-exploration-composition-review-round1/raw/instance-v2-validation.json	560	e3249054dbb404238191f5ae8a3929e80aeaab65aa00262c82b91e2a90603dff
docs/audits/v49-exploration-composition-review-round1/raw/tree-strategy-validation.json	1394	03f0f544a22f4ed245d37d6b94d0f69ec50efbae9e4600bf9ed6a89ea5bf6665
docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv	32039	8277b691c18b3303c961ae4e9ef37ca29bfa1e86e1b9b52513afb0b135c31fce
docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json	87487	a347b4ceb7aa3a88a47f14e2ea2d77a002cbe13b765ae1b0f6c2f9a5de4c46e4
docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.md	1683	35683b29377c5f39a6e7b529eb8f8fa23f9345deb72d4f6d1fd763ec327ebd83
docs/releases/v49/AUDIT_INDEX.md	4106	fec3ae313f315106ffd0a14784485fd1b15434d4f53212ab5f779c31151c18fa
docs/releases/v49/RELEASE_INDEX.md	3697	f78370f6ed04320d593ea0628a118861c6068827c0b0438d202391d0b2396782
docs/research/EXPLORATION_CURRENT.md	8301	b2ec025c9e200b318efec0bd81f337527d4a16d3aca7314c344cf3ec7e4a8354
docs/research/trace-v49-exploration-composition-review-round1/00_EXECUTIVE_DECISION.md	1091	1d74fa61b2373c1ff1a67f78a124c651c5a5c3a233c08a0c3d634fb9b232124f
docs/research/trace-v49-exploration-composition-review-round1/01_SCOPE_AND_METHOD.md	886	b73aeda92594c212611aad90b2f91cba7cccb7bc729164c1aef566eced1a9668
docs/research/trace-v49-exploration-composition-review-round1/02_ROUND12_INPUT_FREEZE.md	673	eb54d5ed255762fc426531088a47aafe071de0148287acaee5e521f08b67b1c1
docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	10048	1f54c0956ca12dfaad472a6644c6102ee13b2e9a46f6c1794e21e1a2d7097dca
docs/research/trace-v49-exploration-composition-review-round1/04_COMPOSITION_EVIDENCE_REGISTRY.tsv	18020	c3d24a2a6f90d1e0b6ce7f0f483d04a752761cb3699294039c97778ed84dd714
docs/research/trace-v49-exploration-composition-review-round1/05_PAIR_DECISION_REGISTRY.tsv	2345	eb8857757aa0daca1a827a224133962fc3e22b296d4a71e80a81f9d281c9b012
docs/research/trace-v49-exploration-composition-review-round1/06_VOCABULARY_GAP_EVIDENCE.tsv	13279	a38600ead90276d12b97a394443a93cefab1009ea7b391c36aa8d141fcee1051
docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv	2830	70fe25529eab69513fc31899b237a3e9eb42e770c0bc2b5a252a132790550004
docs/research/trace-v49-exploration-composition-review-round1/08_INQUIRY_GRAMMAR_CANDIDATES.tsv	1803	bcc66652a0eab047ebf06a47176efb47ada299f7ee60497574f0b8c295986c5a
docs/research/trace-v49-exploration-composition-review-round1/09_TREE_STRATEGY_TOPOLOGY_SPEC.md	1250	03ce93e1e42aefafec82a10d097a9d5b7629bf0329f79c93b479820bb222af2a
docs/research/trace-v49-exploration-composition-review-round1/10_TREE_STRATEGY_CONFORMANCE.tsv	1668	c801d0ed6fd1dc7f2df01830cdfd071a6e4b39d50d7921df68d57f59d57adc69
docs/research/trace-v49-exploration-composition-review-round1/11_RESEARCH_INSTANCE_V2_REGISTRY.tsv	1618	62093f0d89884299e2f1e975f390ead5dc4bdefb2faccef5e057cef318486045
docs/research/trace-v49-exploration-composition-review-round1/12_RESEARCH_INSTANCES_V2/INQUIRY-INSTANCE-001.v2.json	9002	36c70521a52e964ef577f1f73121c9b4c1ef03502381bf08adb5ae6def13abdd
docs/research/trace-v49-exploration-composition-review-round1/12_RESEARCH_INSTANCES_V2/INQUIRY-INSTANCE-002.v2.json	8171	a46cde2f367e832eb11303e49bb99960415955e23eca23110e41da23b7d05f58
docs/research/trace-v49-exploration-composition-review-round1/12_RESEARCH_INSTANCES_V2/INQUIRY-INSTANCE-003.v2.json	8373	505e8bf19ec95933b9f6e6e8f55f4b0c8dfae9be37c7a163f35908c926cb087a
docs/research/trace-v49-exploration-composition-review-round1/12_RESEARCH_INSTANCES_V2/INQUIRY-INSTANCE-004.v2.json	6399	bf82292834a2f55d35a09ff20cea6d4e2b9937b38801ab6ef5520b5cf493ea3c
docs/research/trace-v49-exploration-composition-review-round1/12_RESEARCH_INSTANCES_V2/INQUIRY-INSTANCE-005.v2.json	6532	612fefa34ca349747ffa0312b85813a9457cbaa707975fd2ad140188726e70d7
docs/research/trace-v49-exploration-composition-review-round1/13_INSTANCE_V1_V2_DIFF.tsv	1591	cb89d73dcb311270822291447b9c680b57ad3b718a4c7ba8539f4293d851541e
docs/research/trace-v49-exploration-composition-review-round1/14_ACTIVATION_CANDIDATE_PACKAGE.json	4366	0b467800163e9a44481ced527e7a0b52c11b843b3fe0efa15912ae981eb836db
docs/research/trace-v49-exploration-composition-review-round1/15_EXTERNAL_DOMAIN_REVIEW_PACKET.md	57380	44301652044f6701a976fa2899254eeb204ac8da5b8422735961217b011d74cd
docs/research/trace-v49-exploration-composition-review-round1/16_EXTERNAL_DOMAIN_REVIEW_REGISTRY.tsv	47923	903369afab8486b9a7553898ef0cf1bcf858d87bea99bd96887e62aa17a478b6
docs/research/trace-v49-exploration-composition-review-round1/17_SOURCE_BREADTH_AND_CONCENTRATION.md	852	5bdb4615293486c0fb451d4fa5359b56058c102d234e84dadb13f1a7e3dfeaf6
docs/research/trace-v49-exploration-composition-review-round1/18_LIMITATIONS_AND_ACTIVATION_BOUNDARY.md	912	3f2472e36641353575b233036fd468ffbb83eed01b08674ec824da78769ace71
docs/research/trace-v49-exploration-composition-review-round1/19_REFERENCE_LIST.md	7770	95562d52c53923775a2ac6adccf7aaaa437b44212ecd1d83f98470a64ab514bc
docs/research/trace-v49-exploration-composition-review-round1/20_ROUND_DECISION.md	560	0953ad851ce698f0f4eb960f60d1229ce4432b16028f2c84b773dea772cacb2b
frontend/package.json	3931	59528016952757ef53088091d8e15fd757c12880f24a83bb03c3cd932a541cff
frontend/scripts/test-exploration-composition-review.mjs	3891	671a9e595e0ca241dab8a140d905bddfb118a4bbff33a349dcb473c929e29f78
frontend/src/lib/trace/exploration-inquiry-adapter.ts	15255	409c30936b9516121c7ed86e2b46e9e79ed475214cda124bce207b843bdc4b7d
frontend/src/lib/trace/exploration-inquiry-v2-adapter.ts	18124	46765b946bba55c78524925d2a32a39bcff8f1c33d3b2d18a97a547d5214a03e
schemas/trace/exploration/inquiry-tree-v2.schema.json	2796	5e91b5c82dd9d8459e3d34a3dd5bdd2a986517fd41fb17a18b9166895dcd8eee
schemas/trace/exploration/research-inquiry-instance-v2.schema.json	3809	19f4d2052e3a48d6bee5a9b88ee6f11eec4ef095dfb56476785f3479b5be871b
scripts/trace-v49-exploration-composition-review/canonical_v2.py	2242	f07897ebf03e00e1ff926eb9f3648d6940b0a461ff531e414e8d12641019bfbc
scripts/trace-v49-exploration-composition-review/fixtures/tree-strategy-conformance-v2.json	19487	8d93ef24edb8bcf527ed87232862006fd0d82995d82f5267069498a11cbdafcc
scripts/trace-v49-exploration-composition-review/fixtures/tree-strategy-negative-v2.json	36521	0f2c468f12d0e62fd985ccadbb9bb200073d02a90b25ca579f75bec455b4dcc6
scripts/trace-v49-exploration-composition-review/generate_round1.py	93808	455185cac255de81e5b0e8bc22c3810ebd3796689f731951116cf54858ee1fe7
scripts/trace-v49-exploration-composition-review/instance_v2.py	7037	9a0031afaa36defa9a5138252f4f2b86358223ea7b59bec72d06d4a18aeb1833
scripts/trace-v49-exploration-composition-review/test_round1.py	5920	37b9223b5dc0bb39c8d64f408ed7409c5446bc0298cac6fccf4710aab8efaef1
scripts/trace-v49-exploration-composition-review/topology.py	21153	a9d3089e354100dd3e967fe66cec7559af50d121fc700f356a61b33425669ba1
scripts/trace-v49-exploration-composition-review/validate_round1.py	34689	8f101874ad194211b9a6231df1b2a067003de68024d7255e9c65f89b29b3ed33
