verification_id	candidate_id	verification_role	reviewer_id	result	reason	candidate_registry_version	candidate_registry_sha256	all_required_checks_complete	final_decision
VER-0011	REL-CAND-0003	DISCOVERY	AGENT-DISC-FOUNDATIONAL-GRAPHIC	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0012	REL-CAND-0003	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0013	REL-CAND-0003	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	Independent noun use verified, but materially incompatible sense blocks combined attestation.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0014	REL-CAND-0003	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_POLYSEMY_REQUIRES_SPLIT	Selective local incorporation and colonial extraction require separate senses and further evidence.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0015	REL-CAND-0003	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	Selective local incorporation and colonial extraction require separate senses and further evidence.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0016	REL-CAND-0004	DISCOVERY	AGENT-DISC-FOUNDATIONAL-GRAPHIC	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0017	REL-CAND-0004	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0018	REL-CAND-0004	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0019	REL-CAND-0004	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Two historical studies use the noun for elevation into canonical status.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0020	REL-CAND-0004	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Two historical studies use the noun for elevation into canonical status.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0021	REL-CAND-0005	DISCOVERY	AGENT-DISC-FOUNDATIONAL-GRAPHIC	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0022	REL-CAND-0005	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0023	REL-CAND-0005	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0024	REL-CAND-0005	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Article and scholarly chapter support a coherent status-forming process.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0025	REL-CAND-0005	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Article and scholarly chapter support a coherent status-forming process.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0026	REL-CAND-0006	DISCOVERY	AGENT-DISC-FOUNDATIONAL-GRAPHIC	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0027	REL-CAND-0006	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0028	REL-CAND-0006	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0029	REL-CAND-0006	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Two articles use the noun for design's embedding in durable organizations.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0030	REL-CAND-0006	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Two articles use the noun for design's embedding in durable organizations.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0031	REL-CAND-0007	DISCOVERY	AGENT-DISC-FOUNDATIONAL-GRAPHIC	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0032	REL-CAND-0007	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0033	REL-CAND-0007	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0034	REL-CAND-0007	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Independent regional studies attest the exact plural relational phrase.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0035	REL-CAND-0007	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Independent regional studies attest the exact plural relational phrase.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0036	REL-CAND-0008	DISCOVERY	AGENT-DISC-FOUNDATIONAL-GRAPHIC	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0037	REL-CAND-0008	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0038	REL-CAND-0008	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0039	REL-CAND-0008	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Independent historical works use the exact phrase for cross-cultural remaking.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0040	REL-CAND-0008	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Independent historical works use the exact phrase for cross-cultural remaking.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0041	REL-CAND-0009	DISCOVERY	AGENT-DISC-FOUNDATIONAL-GRAPHIC	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0042	REL-CAND-0009	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0043	REL-CAND-0009	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0044	REL-CAND-0009	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Two independent works define and apply the exact phrase, with issue-concentration noted.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0045	REL-CAND-0009	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Two independent works define and apply the exact phrase, with issue-concentration noted.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0046	REL-CAND-0010	DISCOVERY	AGENT-DISC-FOUNDATIONAL-GRAPHIC	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0047	REL-CAND-0010	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0048	REL-CAND-0010	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0049	REL-CAND-0010	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Independent articles attest transformation into marketable value.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0050	REL-CAND-0010	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Independent articles attest transformation into marketable value.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0051	REL-CAND-0011	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0052	REL-CAND-0011	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0053	REL-CAND-0011	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0054	REL-CAND-0011	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Independent articles attest gendered positioning of nature, commodities, and art forms.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0055	REL-CAND-0011	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Independent articles attest gendered positioning of nature, commodities, and art forms.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0056	REL-CAND-0012	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0057	REL-CAND-0012	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0058	REL-CAND-0012	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_PASS	Independent exact nominal attestation and compatible design-history use verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0059	REL-CAND-0012	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	Two independently authored articles attest movement or status-changing recontextualization.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0060	REL-CAND-0012	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_PASS	Two independently authored articles attest movement or status-changing recontextualization.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	PASS_TO_GRAMMAR_RESEARCH
VER-0061	REL-CAND-0013	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0062	REL-CAND-0013	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0063	REL-CAND-0013	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	No independent second attestation was supplied or verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0064	REL-CAND-0013	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	One exact design-historiographic noun use was verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0065	REL-CAND-0013	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	One exact design-historiographic noun use was verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0066	REL-CAND-0014	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0067	REL-CAND-0014	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0068	REL-CAND-0014	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	No independent second attestation was supplied or verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0069	REL-CAND-0014	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_PASS	One exact graphic-design-historiographic use was verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0070	REL-CAND-0014	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	One exact graphic-design-historiographic use was verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0071	REL-CAND-0015	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0072	REL-CAND-0015	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0073	REL-CAND-0015	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	No independent second attestation was supplied or verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0074	REL-CAND-0015	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_AMBIGUOUS_DEFER	One explicitly relational but generic use was verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0075	REL-CAND-0015	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	One explicitly relational but generic use was verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
VER-0076	REL-CAND-0016	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0077	REL-CAND-0016	VERIFY_A	AGENT-VERIFY-A-FOUNDATIONAL	VERIFY_A_PASS	Source A, metadata, locator, exact noun, and design-history context checked.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0078	REL-CAND-0016	VERIFY_B	AGENT-VERIFY-B-GLOBAL	VERIFY_B_FAIL	No independent second attestation was supplied or verified.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0079	REL-CAND-0016	SEMANTIC_VERIFY	AGENT-SEMANTIC-GENDER-MATERIAL	SEMANTIC_POLYSEMY_REQUIRES_SPLIT	One exact bare noun use cannot establish a stable cultural rather than literal sense.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0080	REL-CAND-0016	ADVERSARIAL_REVIEW	ROOT-ADVERSARIAL-REVIEWER	ADVERSARIAL_BLOCK	One exact bare noun use cannot establish a stable cultural rather than literal sense.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SEMANTIC_AMBIGUITY
VER-0081	REL-CAND-0017	DISCOVERY	AGENT-DISC-GENDER-MATERIAL-TRANSLATED	DISCOVERY_PASS	Exact source-backed lexical candidate entered before registry freeze.	trace-design-history-relation-candidates-v1	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5	true	DEFER_SINGLE_ATTESTATION
