dimension	value	public_count	denominator	unknown	unmapped	held_excluded	notes
date_start_year	1828	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1829	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1830	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1831	4	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1832	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1833	3	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1834	1	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1835	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1837	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1840	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1841	4	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1842	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1843	3	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1844	4	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1845	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1846	5	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1849	3	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1850	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1851	3	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1852	4	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1853	8	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1854	3	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1855	7	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1856	1	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1857	4	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1858	6	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1859	8	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1860	7	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1861	5	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1862	6	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1863	5	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1864	7	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1865	8	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1866	8	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1867	11	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1868	8	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1869	12	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1870	7	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1871	8	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1872	8	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1873	3	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1874	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1875	6	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1876	5	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1877	7	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1878	7	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1879	5	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1880	9	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1881	7	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1882	5	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1883	1	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1884	5	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1885	4	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1886	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1887	6	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1888	1	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1889	5	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1890	19	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1891	7	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1892	5	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1893	12	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1894	16	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1895	29	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1896	40	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1897	25	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1898	22	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1899	32	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1900	13	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1901	33	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1902	23	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1903	20	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1904	21	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1905	9	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1906	12	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1907	12	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1908	5	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1909	13	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1910	20	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1911	7	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1912	30	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1913	20	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1914	16	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1915	19	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1916	23	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1917	11	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1918	31	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1919	8	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1920	47	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1921	8	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1922	26	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1923	6	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1924	36	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1925	28	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1926	21	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1927	33	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1928	27	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1929	23	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1930	62	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1931	19	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1932	17	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1933	38	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1934	10	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1935	18	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1936	41	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1937	13	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1938	23	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1939	23	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1940	37	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1941	14	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1942	19	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1943	11	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1944	28	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1945	18	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1946	43	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1947	51	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1948	32	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1949	15	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1950	37	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1951	47	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1952	13	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1953	10	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1954	34	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1955	52	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1956	66	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1957	14	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1958	49	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1959	60	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1960	34	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1961	51	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1962	40	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1963	18	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1964	41	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1965	805	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1966	21	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1967	91	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1968	143	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1969	152	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1970	235	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1971	70	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1972	104	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1973	106	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1974	89	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1975	101	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1976	93	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1977	96	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1978	114	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1979	87	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1980	359	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1981	36	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1982	212	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1983	36	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1984	211	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1985	26	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1986	201	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1987	277	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1988	326	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1989	207	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1990	91	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1991	145	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1992	32	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1993	32	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1994	34	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1995	25	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1996	16	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1997	26	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1998	12	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	1999	28	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2000	94	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2001	80	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2002	56	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2003	76	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2004	77	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2005	46	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2006	48	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2007	42	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2008	60	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2009	66	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2010	53	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2011	46	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2012	35	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2013	33	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2014	19	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2015	44	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2016	32	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2017	25	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2018	27	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2019	37	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2020	47	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2021	31	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2022	23	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2023	19	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2024	31	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2025	6	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_year	2026	2	7995	0	0	7928	Analysis-only raw start-year distribution; range/approximate precision remains in time_precision.
date_start_decade	1800s	12	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1810s	6	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1820s	10	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1830s	16	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1840s	25	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1850s	46	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1860s	77	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1870s	58	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1880s	45	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1890s	207	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1900s	161	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1910s	185	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1920s	255	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1930s	264	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1940s	268	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1950s	382	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1960s	1396	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1970s	1095	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1980s	1891	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	1990s	441	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	2000s	645	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	2010s	351	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
date_start_decade	2020s	159	7995	0	0	7928	Analysis-only decade from raw date_start; not a normalized temporal assignment.
authority_geography_role	cross_regional_authority	1941	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	euro_us_center	2	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	institutional_host_metadata	319	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	institutional_host_metadata_separate_from_object_geography	644	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	institutional_host_metadata_separate_from_publication_geography	8	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	national_library_metadata_separate_from_object_geography	522	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	noncenter_regional_authority	165	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	original_institutional_item_metadata_separate_from_object_geography	3	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	regional_library_metadata_separate_from_object_geography	2	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	regional_or_cross_regional_authority	2	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	regional_self_authority	552	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	regional_self_authority_candidate	25	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	regionally_based_outside_euro_us	67	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	university_museum_metadata_separate_from_object_geography	438	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
authority_geography_role	unregistered_object_region_role	3305	7995	3305	7995	7928	Authority/source geography role, not creation/publication/subject place role.
raw_region_label_trimmed	Angers, France	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Aotearoa New Zealand	25	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Argentina	6	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Australia	13	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Australia / Indigenous	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Austria	77	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Bangladesh	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Belgium	59	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Bordeaux, France	1	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Boston, United States	2	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
raw_region_label_trimmed	Brazil	9	7995	0	7995	7928	Exact trimmed raw region label; no governed normalization or object-place role; analysis-only.
