pair_id	dimension_a	value_a_id	value_a_label	dimension_b	value_b_id	value_b_label	object_count	eligible_denominator	support_rate_eligible	joint_observable_denominator	support_rate_joint_observable	dimension_a_value_object_count	dimension_b_value_object_count	conditional_observed_rate_a_given_b	conditional_observed_rate_b_given_a	lift_diagnostic	lift_reference_denominator	rarity_band	rare_candidate	diagnostic_status	signal_status	input_source	derivation_version
creator__medium	creator	EXP:CREATOR:00b6991d74febcd2e0af848254bacb1f8632f5fd439f3625915e5b89befc1523	klut︠s︡is, gustav gustavovich	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:00cfd525e9a8d75571eab3acdee4aae7c8097e7c7fa91aadb68cd6ca2608fb05	Elijah Albert Cox (English, 1876-1955) printed by The Avenue Press Limited published by Underground Electric Railways Company of London Limited	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:00e149b5f0d087e659230c1eff9de2c630e93c52d2bdb4a4b1cd2d2e08f132ce	comit de solidarite avec la lutte du peuple mexicain; comit europeo de solidaridad con el pueblo chicano; lateinamerika komitee munchen	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:00e7a0109ef0ebf6d0393848c22338733bbe7b3eb2aa1b922eb12509a9ead2d0	Burningham, John Mackintosh	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:01128510475c22c14c1452bf1ca54238d556609f9ecd9591ae813d9e1a249e89	Koppel, Henning (Kunstner for mønster/kartong e.l.)	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	1	7995	0.000125078173859	7995	0.000125078173859	1	545	0.00183486238532	1	14.6697247706	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:011401d9a4cc3f72f00664279864c51bd6dbb4f5d680d9c232236699b3d2708d	Ukjent; Fossekallen	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:01892b51489611165ea730061b2cfc9f3ffe57c29d3014077c744bb5eedf846d	Maker: Po Shun Leong (American, born England 1941)	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	1	7995	0.000125078173859	7995	0.000125078173859	1	545	0.00183486238532	1	14.6697247706	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:01b4a47e9209cd50fa2a8b1ba43ae84a9db62d3d9586e300676449262c921be1	Foss litografiske trykkeri; Nordmannsforbundet; Oslo håndverks- og industriforening	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:01daab9a52c6120198361c695b2f1837c30d27559b2f905f19c11e34a90d758f	radical women (seattle, wash.)	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	2	7995	0.000250156347717	7995	0.000250156347717	2	7105	0.000281491907108	1	1.12526389866	7995	COUNT_2_TO_5	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:01ddab93be139b93576ab3ce451ac3fe35fa0c7db99037554b2d0549afcdd769	executive volunteer corps	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:022697649041468cbfda80efb31cdd21ee4113f1524baa3365aef4be6bde1dae	martin, karen n. (karen nicole)	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:022bc068e73df5c96365c3263f1c91450cee6c78503801b434084d306be7ab88	Artist: Roy William Nicholson (British, born 1943)	medium	CTX:MEDIUM:0e06cb99dcf5a5922c5259b6421e249d80aa108de6d6950413da30a259367f05	Graphic design object record	1	7995	0.000125078173859	7995	0.000125078173859	1	545	0.00183486238532	1	14.6697247706	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:0253a2b3498c79ca27c7048e48e532c4ff7eb43eeebf674b5d8c409556224a12	labour party (ireland)	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	8	7995	0.00100062539087	7995	0.00100062539087	8	7105	0.00112596762843	1	1.12526389866	7995	COUNT_6_TO_20	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:02800aead45a8d0e3453755bfd029b502bfaf8b1dcda1b75a4a9f93a5602d9ba	Artist: Enrique Chagoya (American, born Mexico 1953); Printer: Shark's Ink (Lyons, Colo., founded Boulder, Colo. 1976)	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	1	7995	0.000125078173859	7995	0.000125078173859	1	57	0.0175438596491	1	140.263157895	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:028a5044b2ba3dad4701aa3ca6e9848fdc6798dc9098c7444142a4caf7c8ceef	solaris, h. d.	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	4	7995	0.000500312695435	7995	0.000500312695435	4	7105	0.000562983814215	1	1.12526389866	7995	COUNT_2_TO_5	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:0292e5e617eb02e8b5d757a176d9d5ecc2c5c8f47ea1c3b5eabbe46f17365d9c	Friston, D. H.; artist	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	2	7995	0.000250156347717	7995	0.000250156347717	2	7105	0.000281491907108	1	1.12526389866	7995	COUNT_2_TO_5	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:02b2a2f52ea0461cc0bb8ef0c67426ba192abba993a981d4aa7b97239d461557	cordoba, rolando; ospaaal (organization)	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	3	7995	0.000375234521576	7995	0.000375234521576	3	7105	0.000422237860662	1	1.12526389866	7995	COUNT_2_TO_5	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:02c6ff386ed965eb7ecb11a98665ddd12a22cd7b9b668bc59946797145057963	Sandemose, Iben; Utdanningsforbundet; Den norske forfatterforening; Norsk faglitterær forfatter- og oversetterforening; Norsk bibliotekforening; Røgler, Vibeke; Skolebibliotekarforeningen i Norge; Norske barne- og ungdomsbokforfattere; Norsk oversetterforening	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:0309457fabd2eca196f79a417dc1633c8befb57b14cddb7ff2aed637890c586d	S. J. Bedwell and Sons Ltd.; printers (people)	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:030a7de46e55b4f1303d35f662af2c2bf4c9844ac3b505895b858f0434b9c8c9	Reginald P. Gossop (English, 1876-1951) printed by Vincent Brooks, Day and Son Limited Lithographers published by Underground Electric Railways Company of London Limited	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:031a272a1065b23ee3d95e6695a11f404fee974113929684b21882c2c004aba9	foreign policy association	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:033730a344945555c60b934cde5011fce00a6ceeb493efb4571cb34fdf46937f	gronowski, tadeusz	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:0339e44d6ce54613661fe7905150198fafb6135c88a66fe2f748d3532d9572b0	Ukjent; Scan-foto; Foreningen til ski-idrettens fremme	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:036ea27bd1b3aadc009467084ad8d137e734462aa28db88b2f8496a912b1162d	Marfurt, Leo; designer	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:03aca3015fbaf337e6fc075e3fb9ea1d61eb75ed8e83b1858ad6943fa88c149e	Pryser, Bjørn Skramstad; Jørgensen, Arild; Leeuwen, Rune van; Olsen, Roy Arne; Marstein, Kari; Tennes, Håkon; Tigergutterfilm; Winsvold, Anders	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:03bc53482c51ae05b4476b6eaf5fe9846aef135bc0b448cf74f43eb6591dff06	komitet molodezhnykh organizatsii sssr	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	2	7995	0.000250156347717	7995	0.000250156347717	2	7105	0.000281491907108	1	1.12526389866	7995	COUNT_2_TO_5	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:03d3db5e0346980ecdd5f3517cae1404440a15920e9f80b99c25ab188f955df6	liu, zhigui	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:03eb83854de61921ea475ecff7fb96423b14ebd9f35c08d821553c348197ecba	great american disaster restaurant	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:04006151b4093581ec8360139886352cc1717ebf33853b97ff6106164e9c4e9b	Non-Format; Non-Format (Designer); Non-Format (Publisher)	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:0403cd32f9d6510acd1eddd853e5cf6ad36d3767abe1779980dd65f4879597c9	Ukjent; Vladimir; Amnesty International	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:0409b9fcf1348c283e3b641f73c74d115b3dcc0ecd4f2db2414a7dda32170720	avvakumov, m. n. (mikhail nikolaevich); volkova, olga	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:041b7a0c93406ad2dab290fb02fcd4031b419c75cc8479e9eea0557150b3647e	binder, joseph	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:0436783b4438b586331538fc76bfc5905db92934410eceb7c083b23b72cbb2c3	freedom socialist party (u.s.)	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	4	7995	0.000500312695435	7995	0.000500312695435	4	7105	0.000562983814215	1	1.12526389866	7995	COUNT_2_TO_5	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:048d1ad6752613ac30431cb4fa2fe34ccec4a1be484d6abc02a38aa8e8b8fd24	langner, wiktor zbigniew	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:05190ab0f1b21072444e0a88e5834c3a7eff455391586d819295046cb05e1d6d	Crossley, Leon; designer	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:051ab664903a4958b42a83e56956daa5f1d81fdf6c47d5088dc55ab0effa79d4	Sherman, Cindy; artist	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
creator__medium	creator	EXP:CREATOR:05240dcc833215885a1745c103e60a6b164eda91efa1309ead9233c74f386770	Edward Bawden (English, 1903-1989) printed by West and Partners published by Underground Electric Railways Company of London Limited	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	1	7995	0.000125078173859	7995	0.000125078173859	1	7105	0.000140745953554	1	1.12526389866	7995	SINGLETON	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata; governed Context public projection	trace-exploration-cross-dimensional-v1
