dimension	value_id	value_label	object_count	eligible_denominator	object_support_rate	observed_object_denominator	dimension_assignment_denominator	assignment_share	rarity_band	derivation_level	signal_status	input_source	derivation_version
creator	EXP:CREATOR:00b6991d74febcd2e0af848254bacb1f8632f5fd439f3625915e5b89befc1523	klut︠s︡is, gustav gustavovich	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:00cfd525e9a8d75571eab3acdee4aae7c8097e7c7fa91aadb68cd6ca2608fb05	Elijah Albert Cox (English, 1876-1955) printed by The Avenue Press Limited published by Underground Electric Railways Company of London Limited	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:00e149b5f0d087e659230c1eff9de2c630e93c52d2bdb4a4b1cd2d2e08f132ce	comit de solidarite avec la lutte du peuple mexicain; comit europeo de solidaridad con el pueblo chicano; lateinamerika komitee munchen	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:00e7a0109ef0ebf6d0393848c22338733bbe7b3eb2aa1b922eb12509a9ead2d0	Burningham, John Mackintosh	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:01128510475c22c14c1452bf1ca54238d556609f9ecd9591ae813d9e1a249e89	Koppel, Henning (Kunstner for mønster/kartong e.l.)	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:011401d9a4cc3f72f00664279864c51bd6dbb4f5d680d9c232236699b3d2708d	Ukjent; Fossekallen	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:01892b51489611165ea730061b2cfc9f3ffe57c29d3014077c744bb5eedf846d	Maker: Po Shun Leong (American, born England 1941)	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:01b4a47e9209cd50fa2a8b1ba43ae84a9db62d3d9586e300676449262c921be1	Foss litografiske trykkeri; Nordmannsforbundet; Oslo håndverks- og industriforening	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:01daab9a52c6120198361c695b2f1837c30d27559b2f905f19c11e34a90d758f	radical women (seattle, wash.)	2	7995	0.000250156347717	7995	7995	0.000250156347717	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:01ddab93be139b93576ab3ce451ac3fe35fa0c7db99037554b2d0549afcdd769	executive volunteer corps	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:022697649041468cbfda80efb31cdd21ee4113f1524baa3365aef4be6bde1dae	martin, karen n. (karen nicole)	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:022bc068e73df5c96365c3263f1c91450cee6c78503801b434084d306be7ab88	Artist: Roy William Nicholson (British, born 1943)	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:0253a2b3498c79ca27c7048e48e532c4ff7eb43eeebf674b5d8c409556224a12	labour party (ireland)	8	7995	0.00100062539087	7995	7995	0.00100062539087	COUNT_6_TO_20	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:02800aead45a8d0e3453755bfd029b502bfaf8b1dcda1b75a4a9f93a5602d9ba	Artist: Enrique Chagoya (American, born Mexico 1953); Printer: Shark's Ink (Lyons, Colo., founded Boulder, Colo. 1976)	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:028a5044b2ba3dad4701aa3ca6e9848fdc6798dc9098c7444142a4caf7c8ceef	solaris, h. d.	4	7995	0.000500312695435	7995	7995	0.000500312695435	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:0292e5e617eb02e8b5d757a176d9d5ecc2c5c8f47ea1c3b5eabbe46f17365d9c	Friston, D. H.; artist	2	7995	0.000250156347717	7995	7995	0.000250156347717	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:02b2a2f52ea0461cc0bb8ef0c67426ba192abba993a981d4aa7b97239d461557	cordoba, rolando; ospaaal (organization)	3	7995	0.000375234521576	7995	7995	0.000375234521576	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:02c6ff386ed965eb7ecb11a98665ddd12a22cd7b9b668bc59946797145057963	Sandemose, Iben; Utdanningsforbundet; Den norske forfatterforening; Norsk faglitterær forfatter- og oversetterforening; Norsk bibliotekforening; Røgler, Vibeke; Skolebibliotekarforeningen i Norge; Norske barne- og ungdomsbokforfattere; Norsk oversetterforening	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:0309457fabd2eca196f79a417dc1633c8befb57b14cddb7ff2aed637890c586d	S. J. Bedwell and Sons Ltd.; printers (people)	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:030a7de46e55b4f1303d35f662af2c2bf4c9844ac3b505895b858f0434b9c8c9	Reginald P. Gossop (English, 1876-1951) printed by Vincent Brooks, Day and Son Limited Lithographers published by Underground Electric Railways Company of London Limited	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:031a272a1065b23ee3d95e6695a11f404fee974113929684b21882c2c004aba9	foreign policy association	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:033730a344945555c60b934cde5011fce00a6ceeb493efb4571cb34fdf46937f	gronowski, tadeusz	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:0339e44d6ce54613661fe7905150198fafb6135c88a66fe2f748d3532d9572b0	Ukjent; Scan-foto; Foreningen til ski-idrettens fremme	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:036ea27bd1b3aadc009467084ad8d137e734462aa28db88b2f8496a912b1162d	Marfurt, Leo; designer	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:03aca3015fbaf337e6fc075e3fb9ea1d61eb75ed8e83b1858ad6943fa88c149e	Pryser, Bjørn Skramstad; Jørgensen, Arild; Leeuwen, Rune van; Olsen, Roy Arne; Marstein, Kari; Tennes, Håkon; Tigergutterfilm; Winsvold, Anders	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:03bc53482c51ae05b4476b6eaf5fe9846aef135bc0b448cf74f43eb6591dff06	komitet molodezhnykh organizatsii sssr	2	7995	0.000250156347717	7995	7995	0.000250156347717	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:03d3db5e0346980ecdd5f3517cae1404440a15920e9f80b99c25ab188f955df6	liu, zhigui	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:03eb83854de61921ea475ecff7fb96423b14ebd9f35c08d821553c348197ecba	great american disaster restaurant	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:04006151b4093581ec8360139886352cc1717ebf33853b97ff6106164e9c4e9b	Non-Format; Non-Format (Designer); Non-Format (Publisher)	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:0403cd32f9d6510acd1eddd853e5cf6ad36d3767abe1779980dd65f4879597c9	Ukjent; Vladimir; Amnesty International	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:0409b9fcf1348c283e3b641f73c74d115b3dcc0ecd4f2db2414a7dda32170720	avvakumov, m. n. (mikhail nikolaevich); volkova, olga	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:041b7a0c93406ad2dab290fb02fcd4031b419c75cc8479e9eea0557150b3647e	binder, joseph	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:0436783b4438b586331538fc76bfc5905db92934410eceb7c083b23b72cbb2c3	freedom socialist party (u.s.)	4	7995	0.000500312695435	7995	7995	0.000500312695435	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:048d1ad6752613ac30431cb4fa2fe34ccec4a1be484d6abc02a38aa8e8b8fd24	langner, wiktor zbigniew	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05190ab0f1b21072444e0a88e5834c3a7eff455391586d819295046cb05e1d6d	Crossley, Leon; designer	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:051ab664903a4958b42a83e56956daa5f1d81fdf6c47d5088dc55ab0effa79d4	Sherman, Cindy; artist	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05240dcc833215885a1745c103e60a6b164eda91efa1309ead9233c74f386770	Edward Bawden (English, 1903-1989) printed by West and Partners published by Underground Electric Railways Company of London Limited	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:053d72fc732922f9dac47f37f7330cf1bc8b6a30f9cd48e238b375e209c0d5cf	Stothard; designers	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:053e583145f94a19bf86c7b2bee5be3fe58147ea24ffc7d92e8418c6493ca646	Scan-foto; Finstad grafisk; Norges statsbaner	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05505859afd48de97bdd9e90f58345f7fb3dbdc46aac7b934e8a940cecd4cf6a	Sherborne	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05602abce81e247c5225de6b781c34cc74f4e8fcbc52dd711d2cea80b17b3fa0	heinemann, lothar hermann albert; nationalsozialistische gemeinschaft "kraft durch freude"; rehse archiv für zeitgeschichte und publizistik; rehse archiv für zeitgeschichte und publizistik, dlc	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05642e675edc7607cb9a86f47c0201ae7460ab8db317e0cc87e99219bd9e88bd	oxfam america	2	7995	0.000250156347717	7995	7995	0.000250156347717	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:056eb8435cb055e46fc9c0af37198ec42ca1fa0cecc4e4dfabfc0edbe7c2e55f	effel, jean; paris province impression; parti communiste français	2	7995	0.000250156347717	7995	7995	0.000250156347717	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:058358d01925e7a39f4d3ac9d3ab08f16de8f36255c1ed4054e6ad11e71b19be	deventer, friedel; elefanten press galerie	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05b2d637ddb28962d153e1dc644f4ea9393bc71e64cf4992e540769cb284267e	Gresvig; Thronsen & Co. boktrykkeri	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05c4bd440d62b1d84577f397b9d4fccc5c97646ed50a392c732aaa69877e4319	Banks, Adam; designer	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05d8c6691be77ef9d8323107e6eeceede398154fc9e295a6ea2b3454b1b8afed	Fuller, Richard; designers	2	7995	0.000250156347717	7995	7995	0.000250156347717	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05dde52c2585cca1c0339c5867e5ba8f4acb8fcba977813a29279b80a165ac2f	Jackson, Stella; designers	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05e4223954800b871701707c28f33c53df12951a3ab451e779423862f9b4cc9f	kansallinen kokoomus	7	7995	0.000875547217011	7995	7995	0.000875547217011	COUNT_6_TO_20	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05e84ff36f299ca0dec14e1860c3093cefd4c88e4e142df1f904619998375489	Unknown; maker	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05eee214fa43a57bf525fc9376ad9dfca2ab267d76ad38d7ae7c2890adc27c81	Robert Fried American, born 1937	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05f1742fa31b6bf933ed9a9ec2919ed11916fe37344a434935e6a5786681a922	King's, Theatre Steam Printers; printers	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05f5a7cbc01d04013771cb807100f006459046df7b4c7fc76998849193c1508a	Artist: Ia. Grebenshchik (Russian(?), active late 20th century); Artist: V. Kolymykov (Russian(?), active late 20th century); Printer: Tipografiia izdatel'stvo "Zoria"	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:05f5c7e653c0e2bcce061738a13a99a71359a0da7cb587dadd12e01b53eb6426	association sauvegarde et valorisation du patrimoine imprim; centre des démocrates sociaux	5	7995	0.000625390869293	7995	7995	0.000625390869293	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:062c59a9293b584624b535a5e1fc5988309360dc8e7a3bd78f5e6663f960c274	Oldani, Bruno; Arrow Team; Norema	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:0648c17818fadfaa579577995c4f1fb3e98d419df82cd1e9468c2b314dbdac76	Jacqmain, G.	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:066141706dab498ea0a2799209e61b6253ddef0f7f0387354ab59f1067e9bcdd	movimento das forças armadas (portugal)	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:069d3685e23d1c5777b190d0cac13a2e91546ce6d8acf17e3d231aba4445624d	Artist: Hanako Nakazato (Japanese, born 1972)	2	7995	0.000250156347717	7995	7995	0.000250156347717	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:06a16a5a88b58bb9074304ccbc9a8065cbc415700ddf510bde76b5752a457711	Lefebvre S.A.; printers	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:06a569c4db52c306485bb74478e23f88be11d99c610a7e8515d703c9a5d32d41	Fisher and Hibbard; printers (people)	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:06bd05b6ceb5e47d9480fbde9dc5482e96a71b2d0c14118dcee7deab374590e6	parti radical-democratique fribourgeois; polygraphische gesellschaft laupen	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:06ec48d410e747f9607154fa0ab8194bd52fb9b3c588b6b7eaefb5b0dedf7ee8	unknown; artist	3	7995	0.000375234521576	7995	7995	0.000375234521576	COUNT_2_TO_5	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:071e595ed8d7a666e1be9e22a3c57ac1ac425dc8e9ba202ffe0443fa7b4002be	herold-druck; tm)sterreichische volkspartei. landesparteileitung wien	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:071f6681f0fac5d5d3499738bcb2f24256714a7492a90da3c87ce5c257b9f690	Ovrum, Eyvin; Norsk lithografisk Officin; Atelier E-O	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:07220a70552efb9c0bee798df139675edc8ca27acfaac224c370a1ebd71f3d36	McWhirter, Rona; designers	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
creator	EXP:CREATOR:07305cc75e62da0834e7124490ba523777d4d8c3f6ec5512d9aff10528ed31ba	Clough, Stanley Thomas, 1905-	1	7995	0.000125078173859	7995	7995	0.000125078173859	SINGLETON	PUBLIC_METADATA	RESEARCH_ONLY_HIGH_CARDINALITY	public Context selected-record metadata	trace-exploration-cross-dimensional-v1
