path	bytes	sha256	role
raw/gate-08-context-api.log	631	806d3aa4941d03ca7682e54d633d3df16fa6466afa3ce9c0c8cc8f5a2a31dab6	raw_evidence
raw/gate-09-spacetime-projection.log	713	7ff96a4350db5b871d2db63d0a5b1d5df154ae196929bf569d88897a8ab7b3eb	raw_evidence
raw/gate-10-spacetime-governance.log	1226	ba3491e5f5414c456ac7b4ec4ee9b14ba8c166d895796b7be1fb39ef62fd3a9f	raw_evidence
raw/gate-11-spacetime-runtime.log	912	0bef67866426b4ff577a73abd3fe1efdcc4aa9cf38f7db5a74c4c23b0f35eed8	raw_evidence
raw/gate-12-spacetime-api.log	934	e7186c68d9c289e553a8d071428b90c4bc9d5ced987621a5f512632e088ba865	raw_evidence
raw/gate-13-spacetime-gis.log	2060	92247e9e27307104718478e3f36bd129126fda4e52ba4a72b2eb735045fd55b2	raw_evidence
raw/gate-14-round8-reset-guard.log	1673	958d970870ed1f231ab5ba6acf7fa064d819cb88379eb2b3ee97958af29ae88b	raw_evidence
raw/gate-15-round8-zero-object-and-bad-practice.log	2710	646424f42eb1cba2f1169be64b5bc766294d1e7517398337e07c45bfbffcedf4	raw_evidence
raw/gate-16-round9-research-gates.log	357	3078c0b639fd58e9f483ee66ab8b439cbd3488d46955dfaf77901eacdd8abfef	raw_evidence
raw/gate-17-read-platform-api.log	150	d411e99430dd63405f1abe31812a87b8fc5643dc44ac8087558ff237b1ed70bc	raw_evidence
raw/gate-18-page-module-api-contract.log	387	b03576954bc8ca15fc29bff58877880bd65004e4f22c4a81ccd7f5465328e39b	raw_evidence
raw/gate-19-runtime-acceptance-vectors.log	774	09d6e65db48676da6957e9dc904f34163972235a2b9f5cc74086102a46547ced	raw_evidence
raw/gate-20-production-build.log	1625	bb672798572658f5f9e118d4724afb6ef094931059b5b2983700ee8163dd9430	raw_evidence
raw/gate-21-database-freeze.log	236	8cc11301f4c091522e41e55755c16bfffd45b665b3cddfd93f2bbc186ca57a4e	raw_evidence
raw/gate-22-repository-hygiene.log	109	56553c6b11ca56af6b442ddc479e89ed86af6473b55a49f7896741f6e2ceb00d	raw_evidence
raw/gate-23-existing-audit-self-contained.log	184	7b74b4ddc4bedbcd4d2187fd61f4c78aae872c71dea52d0c76ade3c0241e3444	raw_evidence
raw/gate-24-git-diff-check.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_evidence
raw/gate-production-build-network-rerun.log	246	fbca45f89ba1d7ad05030556923ee6593ad73a828ff813fc1fc59d1fcff0055f	raw_evidence
raw/gate-repository-hygiene-rerun.log	261	990a385b5cf1e40f555f4e69718b3ea13723ccd09366d2fa8ea9948a6e14e476	raw_evidence
raw/generate_integration_package.py	71867	7f08ab63b49db7a96ab30bd6507fe0a2eaaa4e9abd3966fb11596f615692d303	raw_evidence
raw/incoming-changed-paths.tsv	601966	e13f28cc56c1dcc2fe68b1516b68e10bed767fb4ce6266b50ad6f93043fd23ff	raw_evidence
raw/incoming-commit-metadata.tsv	19131	8bee92439b16cb06a6d8bf4285c7fb8e303714ad9a30a6d71302358e5ff9d12b	raw_evidence
raw/preflight-validation.tsv	459	d75f8f3dd81bc37832a72dff067aaa6eb5be22bf22fee5f504a49f87be934f32	raw_evidence
raw/reconcile_gate_results.py	3613	d5a3889d8325734b070b073376742ce9272cdcdc924582260edcb719ca02eb2d	raw_evidence
raw/remote-branch-inventory.tsv	7457	8d0ce0ce5fcd6e20a56d39bbc7852025d283bb95b2321da1d944fb421a734b6e	raw_evidence
raw/run_authoritative_gates.py	4919	aba188f51f91cf19fcce7fa25544621125ade2eb0a1b295379b6a2f0b62b3a2b	raw_evidence
raw/test-results.tsv	7135	f8a0efd9a5ef5e8f3e08b35a46a01fe2341d454e8300ffbb07e8bf7a87e068b3	raw_evidence
