selection_rank	source_ordinal	archive_object_id	source_record_id	research_disposition	tier_class	visual_present	folder_count	folder_quantile	literal_count	literal_quantile	rights_state	source_sha256	source_bucket	selection_priority_sha256
19	7715	fb057c9c-6437-5601-b538-7a77b0fce0f4	3d8969cd-ae37-5776-a806-8422268d40fa	held	metadata_supported	true	3	4	261	4	open_candidate	ce13526429def2a8da1f86b30897b84df96759926fdf083ce4ec5fd430dff2c5	3	3c7c411e2b439543d1156a8ce16eb54637f46e089bed9d6a9ba3c03e6e58bfdc
20	7724	e9724b8a-9d72-5e1e-9153-851314e923c0	229d02f3-c48e-5e06-aa18-679fbdb923a7	held	metadata_supported	true	3	4	261	4	open_candidate	ce13526429def2a8da1f86b30897b84df96759926fdf083ce4ec5fd430dff2c5	3	641952fa80978e8a6adf3c2350c39ff212e8aa98326bbb90565624d609567f51
21	8502	d667218c-0e70-5ee4-9dc8-235ddd5144e1	93d7d56c-beae-5867-b39a-83a23df2398f	eligible	source_verified	true	5	4	234	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	912abd7477ea5c540e72fcc4c6385a2988ab944b5295ad6c5a75995ba6490d53
22	6786	e1a18d94-13f5-5302-adb8-0c185ffa150a	a5a1f635-10bf-5a29-b0d9-42149df99516	eligible	source_verified	true	5	4	233	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	b00672350fecce9e97d9c3a192e9512ba9ff4ff7711f172dea70e55827e12a24
23	6804	9691231b-646d-5869-88eb-b9edc405e2ad	04a518b5-328f-5c9f-bfaf-f9301ebd5164	eligible	source_verified	true	5	4	235	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	b98eb46258a50bc6d9b38e2b30400f751b96e7c59ad86dddaa590e797a03058d
24	7876	970a8969-5434-5840-acc5-e4b330e904b2	9dcfb94a-b532-51e2-bbe1-19dfa029955a	eligible	source_verified	true	5	4	235	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	f7b025a757b8a3596278e9165321e6ea27ac6555dba13f0b857f1906f00ec62e
25	9021	0723cdb6-d33a-54db-a744-902559867998	d461cdd8-35e3-5ea4-ac4f-2e6f2fc12876	eligible	source_verified	true	5	4	234	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	f9188629e5b87de4ead30c103ba9125a72621899246e4c6e6b86d731be738941
26	11767	7a582f0c-106e-5834-bc77-8bf0aba6eddd	544b61af-22a3-5d7c-b2d9-d60b11e3f02e	held	metadata_supported	true	4	4	234	4	source_viewer_candidate	497adecf79849ad2e546759b47539c9c2fd2e339242dadbbc6e5618044646b39	2	004114277c377555866cd10fac47b666500a707b8ec070129e4f1321bc1644d7
27	8635	22dcb152-d52e-57d2-9417-4b6e9b05e2a6	c42a0ecd-43de-5f2d-9d34-081bba73d9d7	eligible	source_verified	true	4	4	230	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	01488b27f2ba023c067b608424c48802f7bba5ad2d32e7f28539a597eb9ae373
28	5322	28f01a12-d43e-5704-ab2a-ef1d4237a2fd	76593c2d-72e7-52d3-9a49-a4d6f0fb7fa7	eligible	source_verified	false	3	4	212	0	rights_review_required	afb9f5afa500f5cb97a845d53ed8adf94fda2e02a1a4aa6c9aad16cbc56c5f77	1	070ebb547a643109cc25e1b7cb8e945afd02700e59590110915ea06f0e701429
29	4964	2da18234-9b95-55eb-86a0-1c25c1e0296b	074acc3a-b393-5b85-ab60-a6591c3c69d6	eligible	source_verified	false	3	4	211	0	rights_review_required	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	23f4c56b9f7d66241e97e113f630e5784a0d1f8faa52eb5f7169fd8eb1bf1a18
30	6153	a27e8352-3bb9-5680-a1ac-fa94e25380dd	0681e6d1-dc38-5836-b28f-a929aa5e2fda	eligible	source_verified	false	3	4	206	0	rights_review_required	19dee214942adad17a440254a87b8f3cbc1ac465b3c61ae4571b4a110bb0c63c	6	40310714c5946decb0dd3780cd665069ac78b4bbf1f8208f8a39e143fc9c13fd
31	15649	fec6e61b-22cb-5d98-9409-4d444e824086	842259d1-8b1f-5d5d-bb6b-b030df75cc1c	eligible	source_verified	false	3	4	216	1	rights_review_required	afb9f5afa500f5cb97a845d53ed8adf94fda2e02a1a4aa6c9aad16cbc56c5f77	1	20778c71782d993429b185c85ed7337f1e6f38b2b3f6786863e41169e2ff4fff
32	5399	896c753a-8114-58a4-b2e7-914f624b66de	829d3b95-8f65-58a4-8685-9b2161d210c7	eligible	source_verified	false	3	4	216	1	rights_review_required	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	2dbaf5e1078d9c220f9200a7cccf9b7ab97ec28af2352ffdef0de73c0837748b
33	3884	6c17bf1f-3c81-5d0b-9bea-e2248be245fd	c7a07d8f-d102-58f0-b500-adaad8f380b0	eligible	source_verified	false	3	4	219	2	rights_review_required	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	2bfaae998383917f91f48975673a3f9eab927812f483b4b7549b283856f50849
34	1735	3896f5bd-c917-587a-9587-04f3941d9c73	fef6932f-49f3-5883-aea8-d42824067894	eligible	source_verified	false	3	4	226	3	rights_review_required	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	5f8d982cefb2814583ac3c0d18622edd2d8d6707fa7dac43f0a2db0663d5c932
35	1055	af39197b-b509-55a8-87f1-d97098707f39	5963a8f2-4ef0-5af7-aaac-5f0120a638a5	eligible	source_verified	false	3	4	235	4	compound_member_rights	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	7fec96daaa477144b052db2273d771c2877e504eec142f70cfb946bfd78a4382
36	1218	964ac05b-8404-517b-96a6-fc7d81565d17	6308f838-b7fe-51ca-a393-9dcf024b0e5d	eligible	source_verified	true	3	4	214	0	open_candidate	86665ecc5119deb7ae812739e8af3a20ff4dd498311e00a487a84b95c393e8c4	6	01d4fe18bc00c91f1a79e00f6d830d4f1b7f89c2a3af282d647ec3eed285378d
37	11499	b5af7d06-9435-583e-b5a9-2406d0d7dc7d	47175000-902f-50d7-a2a2-08d46f513f79	eligible	source_verified	true	3	4	213	0	source_viewer_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	0137c044c266acc0dd8d2fbdca8059d9f72aa2fb8751a59d5b0e83bdb13fce2b
38	5134	1fad1830-cb82-5c4e-b441-5631ef302af7	a4ff0c18-0c02-5c05-9eca-c026880a181e	eligible	source_verified	true	3	4	211	0	source_viewer_candidate	a4a993cc53d58d20c3f58bc334a65558933f4e4fbcb7dffd05c5900f9e9fa6a5	1	0700e6cc40e50d1c7ff83f06137531c9710ecd4afed257a290690880210eef19
39	3970	3d069aa9-540e-546d-be7a-d5e5a0533e3e	1efefc42-a833-5c7e-877a-5969f64c9eb7	eligible	source_verified	true	3	4	214	0	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	00218c3fe3ed67edbcf6f1af9c2f2ad727b46cf478da824bb7909244677c1604
40	13909	ccf0e613-15d4-51f6-9d40-1b21d95b5da2	0fc1cc83-483e-528c-8f5c-a8d96d348e4b	eligible	source_verified	true	3	4	209	0	source_viewer_candidate	19dee214942adad17a440254a87b8f3cbc1ac465b3c61ae4571b4a110bb0c63c	6	05d51afe8120e7730645773df7ecbebfc644134ff4c6d98b3b0ef8fbb5b727eb
41	1268	24fd0b66-b483-58b9-a638-7fecb089d0d5	a30f4790-11f0-5323-9c03-73ee673d886c	eligible	source_verified	true	3	4	215	1	open_candidate	86665ecc5119deb7ae812739e8af3a20ff4dd498311e00a487a84b95c393e8c4	6	0706f3cf4001e1e874e87117dc3e06c97bd4526f7c8112c58a34e770bc099120
42	15660	5f660dfe-1982-5ff0-9fed-b2df52102142	ac804229-bdd6-5abc-a06f-db2dc30afd1c	eligible	source_verified	true	3	4	216	1	source_viewer_candidate	afb9f5afa500f5cb97a845d53ed8adf94fda2e02a1a4aa6c9aad16cbc56c5f77	1	07af670fbcc00ac86e29dcce644a907ecf2346ee146b452c59a97e29e399d790
43	9838	74e1e8e6-be6e-5096-a999-f6128d4bdbaf	6d5ce8fc-01a7-52a8-8a6a-f804734e3985	eligible	source_verified	true	3	4	215	1	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	003d17f19b0a800aab8ab677b9be68c1105277028a75af2011894b5e9a6be907
44	6701	700634c6-d42f-55e5-85e2-e662f158fbca	fd2fb7fc-e6ae-5b9a-89ca-0c734808eb58	eligible	source_verified	true	3	4	217	1	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	0286685f0ef8e4b397668dd4e029495c78aa6cddb627fcae48361cf59ea4e435
45	2292	7157f8c7-9b9d-5c01-8d44-410a868f617d	67407d10-ee9f-5306-9832-269426826608	eligible	source_verified	true	3	4	215	1	source_viewer_candidate	86665ecc5119deb7ae812739e8af3a20ff4dd498311e00a487a84b95c393e8c4	6	0026d5d42a227edb7e6ac62e399c7038ee3362b0653a1f89ef6f29a2d914d662
46	2530	d704962d-b2fa-5aab-aef8-71f3e27103a1	1dbe0d38-17fb-560b-b22a-6fac5e9572d7	eligible	source_verified	true	3	4	217	1	thumbnail_candidate	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	f5d1ebd9708ba50ecd367dbe0e51c1d5c2cf71d5256d2d07c65dfe45dcf5f2e4
47	13929	915458f7-f843-5ccc-9270-3271b7a96f60	ef79e24a-af7b-5395-919d-76f6c2794597	eligible	source_verified	true	4	4	219	2	source_viewer_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	2c8875beae56845063755e48b013a225cd1a4a3b2644ce5125b77956a6bb40ab
48	15197	32b3f4e8-ff66-51e5-ac1b-f36b9db8ceac	3182d223-f8d1-5e1f-b167-d3da2c63c288	eligible	source_verified	true	3	4	223	2	source_viewer_candidate	5489a6970e7df484aa394c3b34d0f69fc5f4c7c88e570bc1eb2df907346da70d	1	02dde79d53297574db01337a334c6e9ccdd067e99d90121a195e8665356375be
49	12702	8244183f-d344-54de-af2c-a73ca079f5b7	c2bbf86a-9ac3-505a-a4b1-433a4b99b487	eligible	source_verified	true	3	4	220	2	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	027a0c1cc1b8d8b25685c1217e8630b098528824e20c2c418e75b7ca07ab1391
50	8655	a70e97ef-1d42-551c-be1b-8146daa855c1	2ead3b83-019f-5830-9ec8-2a6155e385bb	eligible	source_verified	true	3	4	223	2	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	0059a9e493e12b4db253d9d07c7ae665a23fc747115dfcd74b0f25629289103f
51	4223	52d75502-6157-5237-9d8c-6937954a376f	32715f12-d8cb-5d2a-b541-369367e6dace	eligible	source_verified	true	3	4	219	2	thumbnail_candidate	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	046c43aadea6e0fb536b4a4697b47106dd95ec71656691c4eb21d7b35a4de828
52	1252	d3691d1d-0115-5dae-a5fb-45ab0f6252dd	8bca302a-bf2e-52bc-8d09-2a0c0ac08556	eligible	source_verified	true	3	4	226	3	open_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	0d312128cda607e1395359fba0a5d532011aefd2fdbe94d33b2d0c709f154cb6
53	5041	7dfc25b6-20d7-53dc-a459-67331abfd594	cbc5cb79-0c92-52fa-a59d-6bd0ada0933f	eligible	source_verified	true	3	4	226	3	source_viewer_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	026c6f84b403b8c71b7b436958d1abf5e0b9c43f415e35a7eeea01a04b7cc6d7
54	14908	0e8470de-c994-51f3-90cc-2f78e976c07e	2db1c066-991d-5fc1-ad25-0203ad54ed11	eligible	source_verified	true	3	4	226	3	source_viewer_candidate	5489a6970e7df484aa394c3b34d0f69fc5f4c7c88e570bc1eb2df907346da70d	1	1deba600bca7bb12dd1bccbd13fd3865dc1a6e9c107a58aa8c63579e0bef9575
55	11271	3e752dba-7b75-551e-9eaf-6930c63f9b9c	1595abc5-59bf-50a5-85b4-8bb70023214f	eligible	source_verified	true	3	4	224	3	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	00a59b132f90d096e68c728c071f345104c6599cfc6dfdf4befa4a214ad13f77
56	12937	93315347-0e3b-58c5-944d-b0dda413455a	9b249b20-7cc4-5f72-8fa8-0ddbd09f54d9	eligible	source_verified	true	3	4	226	3	source_viewer_candidate	769462c4f46dd6ed56e8680c5358c9ed627ef1589500c8b818a57c71e1e3e68c	4	011385bae4d1a259a3dcb833649a94515cfa560c19d58a8105d6ec5dd3dc9442
57	8505	c6a3905b-0af3-5c6e-a24a-6138cebe690e	d3f66747-0bba-5675-b56c-c372091e4f5a	eligible	source_verified	true	3	4	225	3	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	006f71b53163296c6e4b7a78d84b954699551a6f65d6f154f9a0c165a921f8be
58	4775	7ed92a99-c79e-5153-8cf5-9ca638c2565e	ff4c0b30-83e4-5482-9396-90510d661d2d	eligible	source_verified	true	3	4	226	3	source_viewer_candidate	a8e60ead06dd30adb0e988b8d5809afe5c86d183e94227a497d00914e7030e8a	6	005ae2f64a1c9e98bbfb6d2e6fb262d928bb609ac7b36768fcaf341cf480dd9f
59	11801	4e4e9afe-142b-581c-84ac-def90c353165	13c3f09e-f161-597f-991d-582600d6b072	eligible	source_verified	true	3	4	228	3	source_viewer_candidate	a1a791cb7cd269685c534e2cf479e1865a585772b0b5126ee4abf4dc87dfd72b	7	06a8f92db3f134c3e0c6a4e70503903382b0262b68f74c948188476c7220e49f
60	3753	1a9008bf-77a1-528e-8d6a-bbb2cbaabd44	653ab786-e27f-5f8f-b2e1-2c70a1274a20	eligible	source_verified	true	3	4	224	3	thumbnail_candidate	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	51cbdc5cea5683f70470bf719b20835b496bd361cbd4773901b96c0a89478862
61	1042	cfad9bac-ebcb-5990-8873-9fe7b65edf93	29de2a27-f9bc-548f-b8aa-00ca7626ba73	eligible	source_verified	true	3	4	235	4	open_candidate	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	1fa6e6443a3edc7dd2c1ba2bfe405f3732b924a98007a6ddc7d511e0fab1f997
62	4882	9ab69353-f847-55e4-bd28-a8d78f83c0fe	7e722c60-339c-57d5-8c16-cd71db32b898	eligible	source_verified	true	4	4	232	4	source_viewer_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	3b8b92876d14cd14028e2d37780cff26aeea79c2424c3e78c8399816d1034cf0
63	15678	53fe1d21-8aad-512a-966e-25cff3e2c6ee	74c8a763-6c64-583f-9e9f-524e27cb3f44	eligible	source_verified	true	3	4	233	4	source_viewer_candidate	5489a6970e7df484aa394c3b34d0f69fc5f4c7c88e570bc1eb2df907346da70d	1	003aaa47f5d1036c3cf909c937e5bcd37ed5b03539d6a0f70f73b4a5b0c4efaf
64	5083	88859d7a-2c1b-55cc-9853-810391d07814	f7ec1e4e-6110-5b0f-9e9a-efc2bc2ecc88	eligible	source_verified	true	3	4	229	4	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	01e63aea885c0afb4ccf5d78fc941d2e986fe63ec29a2901fe57187f39f30b57
65	9133	a2989b15-ce52-5cf1-a173-cafd03b1da74	85c97081-383b-526f-9cec-78e534fedccd	eligible	source_verified	true	3	4	230	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	00692da2dd29e4200d4ed1f1bd562abc17c12f3de21092b3ef56f7c21ca0502d
66	660	273bd0f1-8fb6-5b65-8874-f391f63d7a35	4b68ca27-7b44-5226-8727-2588a46261dc	eligible	source_verified	true	3	4	233	4	thumbnail_candidate	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	0408359bb67025df41e7431d95cba86d9688965df9edf33e0939358d36728628
67	7979	b6141e6c-3bd3-5475-9e62-e0ab8b70c4d4	195e95fb-ec0d-5a37-8d6f-b4408e23885c	held	metadata_supported	false	3	4	226	3	rights_review_required	2a20168e0eeaebd0d42fe337859fb66ca91d71c09624efb622281629c22ed5ae	0	1b6286326b493c83634093d28db592d64d2258a8bf4ee3adfb939941a60ce72e
68	12914	5d727c60-a2c3-5340-89fd-b2f1aa5b0c9f	4570eda2-9547-5114-a9fe-71c15364655d	held	metadata_supported	false	3	4	226	3	rights_review_required	49e12693a392e800241da9038e348fc97febe142a5b181981beff74227881508	1	2f37c4656983a980f3e35301f343193f8996dd739dc2970393c416953d155acf
69	12572	f2fa1b38-7de6-5b6a-be84-28527be09d88	70f19973-cec9-515c-9549-65fe927529e0	held	metadata_supported	false	3	4	226	3	rights_review_required	3e8643e0257d447a4f35ec2b2ea1632ed9bf2737108c5820785ec4a95a818523	6	f4b4946b3e01b473c0069c8fc8d7fd8c63f98a99106dfdd52fb32843d2434acc
70	15672	bce132bd-2e97-5652-aedf-615947af256e	87569582-f741-561c-a5e3-025dde2a6aa4	held	metadata_supported	false	3	4	226	3	rights_review_required	63ffcb6482277213040dbf949d0ee55de36f06c295fc250edbf6c607a50ba7ed	7	48d1120ba05aeac77ff12f37dc3df1e9056f8ba74ef614dcb60bb471fc8ae9fa
71	4323	e2ba76e5-2a48-5cc3-9a4b-d8d71c89dc05	98e5c008-0079-5f66-88a8-7a1751823bd9	held	metadata_supported	false	3	4	231	4	rights_review_required	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	04734c523553879a6e3e945f064d2248996f8fbe38d74557e2b458e76e71d736
72	14061	bc9204f2-0439-5e07-9912-2d28cd269f5a	c2e8bd40-b815-55d9-a3b2-91d6116fe6ba	held	metadata_supported	false	3	4	230	4	rights_review_required	49e12693a392e800241da9038e348fc97febe142a5b181981beff74227881508	1	29b08ed28558afcdb51372b8868625e10ca7c28e9662963459c8eeb72b871f51
73	24	6d28fed5-ce81-5aec-9ac7-5b104a1fe66c	7d4c5227-9120-51bf-85ef-8798f5a43708	held	metadata_supported	false	3	4	230	4	rights_review_required	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	1bd8b0ee42b19b19c03fd2ca0b299106eb84e5070534b9a549fe8a8ebf6063a9
74	14452	2d741a0d-8201-5b79-b435-de05011306df	926d9e81-ebd8-5672-a613-f0ca70b0bbf9	held	metadata_supported	false	3	4	230	4	rights_review_required	0bdc1db99e420cd0508357a39f95b3fbca78c8e830c1d79f3d2f30d1f07549a6	4	154f35d350371e7641f19de1a819d04d90dea6627e3e6db5aab300db453b56e5
75	9066	05d8a07c-2d94-5acf-813a-c1ea6c8bdaa1	10ff7ee5-b06a-504f-82eb-7a5ebfd7ba6e	held	metadata_supported	false	3	4	230	4	rights_review_required	0765e525d3642c957bcafc65c3b6f0e3c163f2110946a8f1b13b759f8161b496	5	3e8ad938b5b5b11e769862bf451ffb47b95fe5e34902d1563487c46ef65af02a
76	12575	b6e4cc10-2ee2-5348-accb-c3b330dcc16f	b67db037-023d-5439-a4f5-00296f02f046	held	metadata_supported	false	3	4	230	4	rights_review_required	3e8643e0257d447a4f35ec2b2ea1632ed9bf2737108c5820785ec4a95a818523	6	36906cf87465996a4f5b305d8e556a1cc648b5749c26d9a546861da85c356c86
77	15532	fb48a0bb-1fb9-5101-8290-642f59b729a7	bf56b41f-0186-5dff-b7e4-1bc83847a3b6	held	metadata_supported	false	3	4	230	4	rights_review_required	a3c7b69fe1ae8b530d68af245917d9d3237f725068f240de969863786bbc9355	7	096fc30738c5fff84a4f35c1d880a0f029b76dfbcd9616df19a5c76c83b0ff86
78	5933	9ba4847f-7fee-5e37-aa2f-38aca865bb9d	a93445a5-1a49-5203-9baa-1475ddd9c509	held	metadata_supported	false	3	4	238	4	source_link_only	b1f1b3f5a7ab62246f5507b11f9703efae2b7bd57d6d9a5e2e332f275db798b3	1	a66954dae1d9f500ea802156526bc30771cbef4a8b2d9232a6016a9170402373
79	476	fc309b8c-612a-5949-9963-87afd1848fda	0b687be6-4b23-5107-9aed-022027c62473	held	metadata_supported	true	3	4	226	3	open_candidate	3280c3edab3ed2fc72aa2092c98de2c145777e08d0bc8c544b619332e48c7877	0	00adff8bb2f88f42a42561636f014a164779b9e5696fcec1f88f6638d0463b83
