selection_rank	source_ordinal	archive_object_id	source_record_id	research_disposition	tier_class	visual_present	folder_count	folder_quantile	literal_count	literal_quantile	rights_state	source_sha256	source_bucket	selection_priority_sha256
19	7715	fb057c9c-6437-5601-b538-7a77b0fce0f4	3d8969cd-ae37-5776-a806-8422268d40fa	held	metadata_supported	true	3	4	261	4	open_candidate	ce13526429def2a8da1f86b30897b84df96759926fdf083ce4ec5fd430dff2c5	3	3c7c411e2b439543d1156a8ce16eb54637f46e089bed9d6a9ba3c03e6e58bfdc
20	7724	e9724b8a-9d72-5e1e-9153-851314e923c0	229d02f3-c48e-5e06-aa18-679fbdb923a7	held	metadata_supported	true	3	4	261	4	open_candidate	ce13526429def2a8da1f86b30897b84df96759926fdf083ce4ec5fd430dff2c5	3	641952fa80978e8a6adf3c2350c39ff212e8aa98326bbb90565624d609567f51
21	8502	d667218c-0e70-5ee4-9dc8-235ddd5144e1	93d7d56c-beae-5867-b39a-83a23df2398f	eligible	source_verified	true	5	4	234	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	912abd7477ea5c540e72fcc4c6385a2988ab944b5295ad6c5a75995ba6490d53
22	6786	e1a18d94-13f5-5302-adb8-0c185ffa150a	a5a1f635-10bf-5a29-b0d9-42149df99516	eligible	source_verified	true	5	4	233	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	b00672350fecce9e97d9c3a192e9512ba9ff4ff7711f172dea70e55827e12a24
23	6804	9691231b-646d-5869-88eb-b9edc405e2ad	04a518b5-328f-5c9f-bfaf-f9301ebd5164	eligible	source_verified	true	5	4	235	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	b98eb46258a50bc6d9b38e2b30400f751b96e7c59ad86dddaa590e797a03058d
24	7876	970a8969-5434-5840-acc5-e4b330e904b2	9dcfb94a-b532-51e2-bbe1-19dfa029955a	eligible	source_verified	true	5	4	235	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	f7b025a757b8a3596278e9165321e6ea27ac6555dba13f0b857f1906f00ec62e
25	9021	0723cdb6-d33a-54db-a744-902559867998	d461cdd8-35e3-5ea4-ac4f-2e6f2fc12876	eligible	source_verified	true	5	4	234	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	f9188629e5b87de4ead30c103ba9125a72621899246e4c6e6b86d731be738941
26	11767	7a582f0c-106e-5834-bc77-8bf0aba6eddd	544b61af-22a3-5d7c-b2d9-d60b11e3f02e	held	metadata_supported	true	4	4	234	4	source_viewer_candidate	497adecf79849ad2e546759b47539c9c2fd2e339242dadbbc6e5618044646b39	2	004114277c377555866cd10fac47b666500a707b8ec070129e4f1321bc1644d7
27	8635	22dcb152-d52e-57d2-9417-4b6e9b05e2a6	c42a0ecd-43de-5f2d-9d34-081bba73d9d7	eligible	source_verified	true	4	4	230	4	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	01488b27f2ba023c067b608424c48802f7bba5ad2d32e7f28539a597eb9ae373
28	5322	28f01a12-d43e-5704-ab2a-ef1d4237a2fd	76593c2d-72e7-52d3-9a49-a4d6f0fb7fa7	eligible	source_verified	false	3	4	212	0	rights_review_required	afb9f5afa500f5cb97a845d53ed8adf94fda2e02a1a4aa6c9aad16cbc56c5f77	1	070ebb547a643109cc25e1b7cb8e945afd02700e59590110915ea06f0e701429
29	4964	2da18234-9b95-55eb-86a0-1c25c1e0296b	074acc3a-b393-5b85-ab60-a6591c3c69d6	eligible	source_verified	false	3	4	211	0	rights_review_required	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	23f4c56b9f7d66241e97e113f630e5784a0d1f8faa52eb5f7169fd8eb1bf1a18
30	6153	a27e8352-3bb9-5680-a1ac-fa94e25380dd	0681e6d1-dc38-5836-b28f-a929aa5e2fda	eligible	source_verified	false	3	4	206	0	rights_review_required	19dee214942adad17a440254a87b8f3cbc1ac465b3c61ae4571b4a110bb0c63c	6	40310714c5946decb0dd3780cd665069ac78b4bbf1f8208f8a39e143fc9c13fd
31	15649	fec6e61b-22cb-5d98-9409-4d444e824086	842259d1-8b1f-5d5d-bb6b-b030df75cc1c	eligible	source_verified	false	3	4	216	1	rights_review_required	afb9f5afa500f5cb97a845d53ed8adf94fda2e02a1a4aa6c9aad16cbc56c5f77	1	20778c71782d993429b185c85ed7337f1e6f38b2b3f6786863e41169e2ff4fff
32	5399	896c753a-8114-58a4-b2e7-914f624b66de	829d3b95-8f65-58a4-8685-9b2161d210c7	eligible	source_verified	false	3	4	216	1	rights_review_required	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	2dbaf5e1078d9c220f9200a7cccf9b7ab97ec28af2352ffdef0de73c0837748b
33	3884	6c17bf1f-3c81-5d0b-9bea-e2248be245fd	c7a07d8f-d102-58f0-b500-adaad8f380b0	eligible	source_verified	false	3	4	219	2	rights_review_required	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	2bfaae998383917f91f48975673a3f9eab927812f483b4b7549b283856f50849
34	1735	3896f5bd-c917-587a-9587-04f3941d9c73	fef6932f-49f3-5883-aea8-d42824067894	eligible	source_verified	false	3	4	226	3	rights_review_required	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	5f8d982cefb2814583ac3c0d18622edd2d8d6707fa7dac43f0a2db0663d5c932
35	1055	af39197b-b509-55a8-87f1-d97098707f39	5963a8f2-4ef0-5af7-aaac-5f0120a638a5	eligible	source_verified	false	3	4	235	4	compound_member_rights	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	7fec96daaa477144b052db2273d771c2877e504eec142f70cfb946bfd78a4382
36	1218	964ac05b-8404-517b-96a6-fc7d81565d17	6308f838-b7fe-51ca-a393-9dcf024b0e5d	eligible	source_verified	true	3	4	214	0	open_candidate	86665ecc5119deb7ae812739e8af3a20ff4dd498311e00a487a84b95c393e8c4	6	01d4fe18bc00c91f1a79e00f6d830d4f1b7f89c2a3af282d647ec3eed285378d
37	11499	b5af7d06-9435-583e-b5a9-2406d0d7dc7d	47175000-902f-50d7-a2a2-08d46f513f79	eligible	source_verified	true	3	4	213	0	source_viewer_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	0137c044c266acc0dd8d2fbdca8059d9f72aa2fb8751a59d5b0e83bdb13fce2b
38	5134	1fad1830-cb82-5c4e-b441-5631ef302af7	a4ff0c18-0c02-5c05-9eca-c026880a181e	eligible	source_verified	true	3	4	211	0	source_viewer_candidate	a4a993cc53d58d20c3f58bc334a65558933f4e4fbcb7dffd05c5900f9e9fa6a5	1	0700e6cc40e50d1c7ff83f06137531c9710ecd4afed257a290690880210eef19
39	3970	3d069aa9-540e-546d-be7a-d5e5a0533e3e	1efefc42-a833-5c7e-877a-5969f64c9eb7	eligible	source_verified	true	3	4	214	0	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	00218c3fe3ed67edbcf6f1af9c2f2ad727b46cf478da824bb7909244677c1604
40	13909	ccf0e613-15d4-51f6-9d40-1b21d95b5da2	0fc1cc83-483e-528c-8f5c-a8d96d348e4b	eligible	source_verified	true	3	4	209	0	source_viewer_candidate	19dee214942adad17a440254a87b8f3cbc1ac465b3c61ae4571b4a110bb0c63c	6	05d51afe8120e7730645773df7ecbebfc644134ff4c6d98b3b0ef8fbb5b727eb
41	1268	24fd0b66-b483-58b9-a638-7fecb089d0d5	a30f4790-11f0-5323-9c03-73ee673d886c	eligible	source_verified	true	3	4	215	1	open_candidate	86665ecc5119deb7ae812739e8af3a20ff4dd498311e00a487a84b95c393e8c4	6	0706f3cf4001e1e874e87117dc3e06c97bd4526f7c8112c58a34e770bc099120
42	15660	5f660dfe-1982-5ff0-9fed-b2df52102142	ac804229-bdd6-5abc-a06f-db2dc30afd1c	eligible	source_verified	true	3	4	216	1	source_viewer_candidate	afb9f5afa500f5cb97a845d53ed8adf94fda2e02a1a4aa6c9aad16cbc56c5f77	1	07af670fbcc00ac86e29dcce644a907ecf2346ee146b452c59a97e29e399d790
43	9838	74e1e8e6-be6e-5096-a999-f6128d4bdbaf	6d5ce8fc-01a7-52a8-8a6a-f804734e3985	eligible	source_verified	true	3	4	215	1	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	003d17f19b0a800aab8ab677b9be68c1105277028a75af2011894b5e9a6be907
44	6701	700634c6-d42f-55e5-85e2-e662f158fbca	fd2fb7fc-e6ae-5b9a-89ca-0c734808eb58	eligible	source_verified	true	3	4	217	1	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	0286685f0ef8e4b397668dd4e029495c78aa6cddb627fcae48361cf59ea4e435
45	2292	7157f8c7-9b9d-5c01-8d44-410a868f617d	67407d10-ee9f-5306-9832-269426826608	eligible	source_verified	true	3	4	215	1	source_viewer_candidate	86665ecc5119deb7ae812739e8af3a20ff4dd498311e00a487a84b95c393e8c4	6	0026d5d42a227edb7e6ac62e399c7038ee3362b0653a1f89ef6f29a2d914d662
46	2530	d704962d-b2fa-5aab-aef8-71f3e27103a1	1dbe0d38-17fb-560b-b22a-6fac5e9572d7	eligible	source_verified	true	3	4	217	1	thumbnail_candidate	e712d1697775f728053fd9234295603b3c0993ad13a391b40ce55e87db1f141d	2	f5d1ebd9708ba50ecd367dbe0e51c1d5c2cf71d5256d2d07c65dfe45dcf5f2e4
47	13929	915458f7-f843-5ccc-9270-3271b7a96f60	ef79e24a-af7b-5395-919d-76f6c2794597	eligible	source_verified	true	4	4	219	2	source_viewer_candidate	3a184875d2c874dd4aee0b7438fee6f2555dab63754d5cdf12b52e527f35de9f	0	2c8875beae56845063755e48b013a225cd1a4a3b2644ce5125b77956a6bb40ab
48	15197	32b3f4e8-ff66-51e5-ac1b-f36b9db8ceac	3182d223-f8d1-5e1f-b167-d3da2c63c288	eligible	source_verified	true	3	4	223	2	source_viewer_candidate	5489a6970e7df484aa394c3b34d0f69fc5f4c7c88e570bc1eb2df907346da70d	1	02dde79d53297574db01337a334c6e9ccdd067e99d90121a195e8665356375be
49	12702	8244183f-d344-54de-af2c-a73ca079f5b7	c2bbf86a-9ac3-505a-a4b1-433a4b99b487	eligible	source_verified	true	3	4	220	2	source_viewer_candidate	436a336f9d82eff6e82d10cb6535c14ef535149378be9e921ff731e3a3246e0e	2	027a0c1cc1b8d8b25685c1217e8630b098528824e20c2c418e75b7ca07ab1391
50	8655	a70e97ef-1d42-551c-be1b-8146daa855c1	2ead3b83-019f-5830-9ec8-2a6155e385bb	eligible	source_verified	true	3	4	223	2	source_viewer_candidate	884d0bba04f878989279721c4cbc99d2a6cfa510ff2e5466f6f75b4cc6ef287f	5	0059a9e493e12b4db253d9d07c7ae665a23fc747115dfcd74b0f25629289103f
